,X,Y,date,sm_surface_mean
178,39.341,3.551,20240219,0.07377646863460541
179,39.391,3.551,20240219,0.06983552873134613
180,39.441,3.551,20240219,0.06565152108669281
181,39.491,3.551,20240219,0.06565152108669281
182,39.541,3.551,20240219,0.06217144429683685
183,39.591,3.551,20240219,0.06217144429683685
184,39.641,3.551,20240219,0.1478355973958969
185,39.691,3.551,20240219,0.1478355973958969
186,39.741,3.551,20240219,0.06015251576900482
187,39.791,3.551,20240219,0.06015251576900482
188,39.841,3.551,20240219,0.07424341142177582
189,39.888,3.554,20240219,0.05512617528438568
190,39.921,3.57,20240219,0.05512617528438568
191,37.852,3.617,20240219,0.08775483071804047
192,37.894,3.604,20240219,0.08775483071804047
193,37.941,3.601,20240219,0.08559773862361908
194,37.991,3.601,20240219,0.08559773862361908
195,38.041,3.601,20240219,0.10988341271877289
196,38.091,3.601,20240219,0.10339771211147308
197,38.141,3.601,20240219,0.10339771211147308
198,38.191,3.601,20240219,0.18644462525844574
199,38.241,3.601,20240219,0.18644462525844574
200,38.291,3.601,20240219,0.18899141252040863
201,38.341,3.601,20240219,0.18899141252040863
202,38.391,3.601,20240219,0.08817659318447113
203,38.441,3.601,20240219,0.08817659318447113
204,38.491,3.601,20240219,0.07918666303157806
205,38.541,3.601,20240219,0.07744787633419037
206,38.591,3.601,20240219,0.07744787633419037
207,38.641,3.601,20240219,0.07950340211391449
208,38.691,3.601,20240219,0.07950340211391449
209,38.741,3.601,20240219,0.08066235482692719
210,38.791,3.601,20240219,0.08066235482692719
211,38.841,3.601,20240219,0.08302508294582367
212,38.891,3.601,20240219,0.08302508294582367
213,38.941,3.601,20240219,0.08538578450679779
214,38.991,3.601,20240219,0.08663497865200043
215,39.041,3.601,20240219,0.08663497865200043
216,39.091,3.601,20240219,0.0964413732290268
217,39.141,3.601,20240219,0.0964413732290268
218,39.191,3.601,20240219,0.0924907773733139
219,39.241,3.601,20240219,0.0924907773733139
220,39.291,3.601,20240219,0.087783083319664
221,39.341,3.601,20240219,0.087783083319664
222,39.391,3.601,20240219,0.08344219624996185
223,39.441,3.601,20240219,0.07684813439846039
224,39.491,3.601,20240219,0.07684813439846039
225,39.541,3.601,20240219,0.0681905597448349
226,39.591,3.601,20240219,0.0681905597448349
227,39.641,3.601,20240219,0.06669817864894867
228,39.691,3.601,20240219,0.06669817864894867
229,39.741,3.601,20240219,0.141042098402977
230,39.791,3.601,20240219,0.141042098402977
231,39.841,3.601,20240219,0.07284246385097504
232,39.891,3.601,20240219,0.1331547349691391
233,39.931,3.604,20240219,0.1331547349691391
234,37.76,3.672,20240219,0.11106644570827484
235,37.796,3.66,20240219,0.11106644570827484
236,37.841,3.651,20240219,0.08775483071804047
237,37.891,3.651,20240219,0.08775483071804047
238,37.941,3.651,20240219,0.08559773862361908
239,37.991,3.651,20240219,0.08559773862361908
240,38.041,3.651,20240219,0.10988341271877289
241,38.091,3.651,20240219,0.10339771211147308
242,38.141,3.651,20240219,0.10339771211147308
243,38.191,3.651,20240219,0.18644462525844574
244,38.241,3.651,20240219,0.18644462525844574
245,38.291,3.651,20240219,0.18899141252040863
246,38.341,3.651,20240219,0.18899141252040863
247,38.391,3.651,20240219,0.08817659318447113
248,38.441,3.651,20240219,0.08817659318447113
249,38.491,3.651,20240219,0.07918666303157806
250,38.541,3.651,20240219,0.07744787633419037
251,38.591,3.651,20240219,0.07744787633419037
252,38.641,3.651,20240219,0.07950340211391449
253,38.691,3.651,20240219,0.07950340211391449
254,38.741,3.651,20240219,0.08066235482692719
255,38.791,3.651,20240219,0.08066235482692719
256,38.841,3.651,20240219,0.08302508294582367
257,38.891,3.651,20240219,0.08302508294582367
258,38.941,3.651,20240219,0.08538578450679779
259,38.991,3.651,20240219,0.08663497865200043
260,39.041,3.651,20240219,0.08663497865200043
261,39.091,3.651,20240219,0.0964413732290268
262,39.141,3.651,20240219,0.0964413732290268
263,39.191,3.651,20240219,0.0924907773733139
264,39.241,3.651,20240219,0.0924907773733139
265,39.291,3.651,20240219,0.087783083319664
266,39.341,3.651,20240219,0.087783083319664
267,39.391,3.651,20240219,0.08344219624996185
268,39.441,3.651,20240219,0.07684813439846039
269,39.491,3.651,20240219,0.07684813439846039
270,39.541,3.651,20240219,0.0681905597448349
271,39.591,3.651,20240219,0.0681905597448349
272,39.641,3.651,20240219,0.06669817864894867
273,39.691,3.651,20240219,0.06669817864894867
274,39.741,3.651,20240219,0.141042098402977
275,39.791,3.651,20240219,0.141042098402977
276,39.841,3.651,20240219,0.07284246385097504
277,39.891,3.651,20240219,0.1331547349691391
278,39.94,3.652,20240219,0.1331547349691391
279,39.97,3.667,20240219,0.1331547349691391
280,37.701,3.716,20240219,0.09035013616085052
281,37.743,3.704,20240219,0.1122807115316391
282,37.791,3.701,20240219,0.1122807115316391
283,37.841,3.701,20240219,0.08874569833278656
284,37.891,3.701,20240219,0.08874569833278656
285,37.941,3.701,20240219,0.08859275281429291
286,37.991,3.701,20240219,0.08859275281429291
287,38.041,3.701,20240219,0.09872744977474213
288,38.091,3.701,20240219,0.18751035630702972
289,38.141,3.701,20240219,0.18751035630702972
290,38.191,3.701,20240219,0.19033847749233246
291,38.241,3.701,20240219,0.19033847749233246
292,38.291,3.701,20240219,0.09031890332698822
293,38.341,3.701,20240219,0.09031890332698822
294,38.391,3.701,20240219,0.08033715188503265
295,38.441,3.701,20240219,0.08033715188503265
296,38.491,3.701,20240219,0.08515022695064545
297,38.541,3.701,20240219,0.08603106439113617
298,38.591,3.701,20240219,0.08603106439113617
299,38.641,3.701,20240219,0.0839538425207138
300,38.691,3.701,20240219,0.0839538425207138
301,38.741,3.701,20240219,0.10255609452724457
302,38.791,3.701,20240219,0.10255609452724457
303,38.841,3.701,20240219,0.08565019071102142
304,38.891,3.701,20240219,0.08565019071102142
305,38.941,3.701,20240219,0.08746348321437836
306,38.991,3.701,20240219,0.09883294999599457
307,39.041,3.701,20240219,0.09883294999599457
308,39.091,3.701,20240219,0.09801958501338959
309,39.141,3.701,20240219,0.09801958501338959
310,39.191,3.701,20240219,0.09493361413478851
311,39.241,3.701,20240219,0.09493361413478851
312,39.291,3.701,20240219,0.0906505435705185
313,39.341,3.701,20240219,0.0906505435705185
314,39.391,3.701,20240219,0.08696149289608002
315,39.441,3.701,20240219,0.07998834550380707
316,39.491,3.701,20240219,0.07998834550380707
317,39.541,3.701,20240219,0.06925486028194427
318,39.591,3.701,20240219,0.06925486028194427
319,39.641,3.701,20240219,0.05903099477291107
320,39.691,3.701,20240219,0.05903099477291107
321,39.741,3.701,20240219,0.13891158998012543
322,39.791,3.701,20240219,0.13891158998012543
323,39.841,3.701,20240219,0.055749401450157166
324,39.891,3.701,20240219,0.12923751771450043
325,39.941,3.701,20240219,0.12923751771450043
326,39.978,3.705,20240219,0.13594208657741547
327,37.609,3.771,20240219,0.08547185361385345
328,37.646,3.759,20240219,0.09035013616085052
329,37.691,3.751,20240219,0.09035013616085052
330,37.741,3.751,20240219,0.1122807115316391
331,37.791,3.751,20240219,0.1122807115316391
332,37.841,3.751,20240219,0.08874569833278656
333,37.891,3.751,20240219,0.08874569833278656
334,37.941,3.751,20240219,0.08859275281429291
335,37.991,3.751,20240219,0.08859275281429291
336,38.041,3.751,20240219,0.09872744977474213
337,38.091,3.751,20240219,0.18751035630702972
338,38.141,3.751,20240219,0.18751035630702972
339,38.191,3.751,20240219,0.19033847749233246
340,38.241,3.751,20240219,0.19033847749233246
341,38.291,3.751,20240219,0.09031890332698822
342,38.341,3.751,20240219,0.09031890332698822
343,38.391,3.751,20240219,0.08033715188503265
344,38.441,3.751,20240219,0.08033715188503265
345,38.491,3.751,20240219,0.08515022695064545
346,38.541,3.751,20240219,0.08603106439113617
347,38.591,3.751,20240219,0.08603106439113617
348,38.641,3.751,20240219,0.0839538425207138
349,38.691,3.751,20240219,0.0839538425207138
350,38.741,3.751,20240219,0.10255609452724457
351,38.791,3.751,20240219,0.10255609452724457
352,38.841,3.751,20240219,0.08565019071102142
353,38.891,3.751,20240219,0.08565019071102142
354,38.941,3.751,20240219,0.08746348321437836
355,38.991,3.751,20240219,0.09883294999599457
356,39.041,3.751,20240219,0.09883294999599457
357,39.091,3.751,20240219,0.09801958501338959
358,39.141,3.751,20240219,0.09801958501338959
359,39.191,3.751,20240219,0.09493361413478851
360,39.241,3.751,20240219,0.09493361413478851
361,39.291,3.751,20240219,0.0906505435705185
362,39.341,3.751,20240219,0.0906505435705185
363,39.391,3.751,20240219,0.08696149289608002
364,39.441,3.751,20240219,0.07998834550380707
365,39.491,3.751,20240219,0.07998834550380707
366,39.541,3.751,20240219,0.06925486028194427
367,39.591,3.751,20240219,0.06925486028194427
368,39.641,3.751,20240219,0.05903099477291107
369,39.691,3.751,20240219,0.05903099477291107
370,39.741,3.751,20240219,0.13891158998012543
371,39.791,3.751,20240219,0.13891158998012543
372,39.841,3.751,20240219,0.055749401450157166
373,39.891,3.751,20240219,0.12923751771450043
374,39.941,3.751,20240219,0.12923751771450043
375,39.99,3.752,20240219,0.13594208657741547
376,40.038,3.762,20240219,0.13594208657741547
377,40.077,3.771,20240219,0.06337521970272064
378,41.111,3.774,20240219,0.09105096757411957
379,41.145,3.77,20240219,0.06024633347988129
380,41.192,3.767,20240219,0.06024633347988129
381,41.238,3.769,20240219,0.08547697961330414
382,41.294,3.769,20240219,0.08547697961330414
383,41.34,3.768,20240219,0.0645352452993393
384,41.39,3.771,20240219,0.0645352452993393
385,41.44,3.771,20240219,0.06591938436031342
386,41.485,3.774,20240219,0.06277142465114594
387,41.523,3.775,20240219,0.0874234288930893
388,41.764,3.775,20240219,0.062356337904930115
389,41.796,3.771,20240219,0.06330190598964691
390,41.839,3.77,20240219,0.06330190598964691
391,41.877,3.773,20240219,0.06321083009243011
392,37.55,3.815,20240219,0.08787570893764496
393,37.593,3.803,20240219,0.08787570893764496
394,37.641,3.801,20240219,0.09285126626491547
395,37.691,3.801,20240219,0.09285126626491547
396,37.741,3.801,20240219,0.09597550332546234
397,37.791,3.801,20240219,0.09597550332546234
398,37.841,3.801,20240219,0.09605108201503754
399,37.891,3.801,20240219,0.09605108201503754
400,37.941,3.801,20240219,0.09726367890834808
401,37.991,3.801,20240219,0.09726367890834808
402,38.041,3.801,20240219,0.08886729180812836
403,38.091,3.801,20240219,0.10182391107082367
404,38.141,3.801,20240219,0.10182391107082367
405,38.191,3.801,20240219,0.08904896676540375
406,38.241,3.801,20240219,0.08904896676540375
407,38.291,3.801,20240219,0.08225224912166595
408,38.341,3.801,20240219,0.08225224912166595
409,38.391,3.801,20240219,0.08395563066005707
410,38.441,3.801,20240219,0.08395563066005707
411,38.491,3.801,20240219,0.09361778199672699
412,38.541,3.801,20240219,0.09608851373195648
413,38.591,3.801,20240219,0.09608851373195648
414,38.641,3.801,20240219,0.09795330464839935
415,38.691,3.801,20240219,0.09795330464839935
416,38.741,3.801,20240219,0.08608971536159515
417,38.791,3.801,20240219,0.08608971536159515
418,38.841,3.801,20240219,0.19190870225429535
419,38.891,3.801,20240219,0.19190870225429535
420,38.941,3.801,20240219,0.09808646142482758
421,38.991,3.801,20240219,0.08448778092861176
422,39.041,3.801,20240219,0.08448778092861176
423,39.091,3.801,20240219,0.09839175641536713
424,39.141,3.801,20240219,0.09839175641536713
425,39.191,3.801,20240219,0.09501717984676361
426,39.241,3.801,20240219,0.09501717984676361
427,39.291,3.801,20240219,0.09055839478969574
428,39.341,3.801,20240219,0.09055839478969574
429,39.391,3.801,20240219,0.08532784879207611
430,39.441,3.801,20240219,0.0834730714559555
431,39.491,3.801,20240219,0.0834730714559555
432,39.541,3.801,20240219,0.06294094026088715
433,39.591,3.801,20240219,0.06294094026088715
434,39.641,3.801,20240219,0.05985294282436371
435,39.691,3.801,20240219,0.05985294282436371
436,39.741,3.801,20240219,0.058301910758018494
437,39.791,3.801,20240219,0.058301910758018494
438,39.841,3.801,20240219,0.06357870995998383
439,39.891,3.801,20240219,0.13150320947170258
440,39.941,3.801,20240219,0.13150320947170258
441,39.991,3.801,20240219,0.13981686532497406
442,40.041,3.801,20240219,0.13981686532497406
443,40.09,3.802,20240219,0.0587984174489975
444,40.137,3.811,20240219,0.0587984174489975
445,40.176,3.821,20240219,0.04679439961910248
446,41.05,3.816,20240219,0.06560669839382172
447,41.093,3.803,20240219,0.09105096757411957
448,41.141,3.801,20240219,0.09105096757411957
449,41.191,3.801,20240219,0.08915530145168304
450,41.241,3.801,20240219,0.058224067091941833
451,41.291,3.801,20240219,0.058224067091941833
452,41.341,3.801,20240219,0.08437906205654144
453,41.391,3.801,20240219,0.08437906205654144
454,41.441,3.801,20240219,0.06277142465114594
455,41.491,3.801,20240219,0.06277142465114594
456,41.54,3.802,20240219,0.0874234288930893
457,41.59,3.807,20240219,0.0874234288930893
458,41.642,3.804,20240219,0.06330405175685883
459,41.691,3.803,20240219,0.062356337904930115
460,41.742,3.804,20240219,0.062356337904930115
461,41.791,3.801,20240219,0.06246362626552582
462,41.841,3.801,20240219,0.06246362626552582
463,41.891,3.801,20240219,0.06321083009243011
464,41.938,3.809,20240219,0.06321083009243011
465,41.979,3.819,20240219,0.06427715718746185
466,37.457,3.87,20240219,0.08815370500087738
467,37.495,3.858,20240219,0.0871565192937851
468,37.541,3.851,20240219,0.0871565192937851
469,37.591,3.851,20240219,0.08787570893764496
470,37.641,3.851,20240219,0.09285126626491547
471,37.691,3.851,20240219,0.09285126626491547
472,37.741,3.851,20240219,0.09597550332546234
473,37.791,3.851,20240219,0.09597550332546234
474,37.841,3.851,20240219,0.09605108201503754
475,37.891,3.851,20240219,0.09605108201503754
476,37.941,3.851,20240219,0.09726367890834808
477,37.991,3.851,20240219,0.09726367890834808
478,38.041,3.851,20240219,0.08886729180812836
479,38.091,3.851,20240219,0.10182391107082367
480,38.141,3.851,20240219,0.10182391107082367
481,38.191,3.851,20240219,0.08904896676540375
482,38.241,3.851,20240219,0.08904896676540375
483,38.291,3.851,20240219,0.08225224912166595
484,38.341,3.851,20240219,0.08225224912166595
485,38.391,3.851,20240219,0.08395563066005707
486,38.441,3.851,20240219,0.08395563066005707
487,38.491,3.851,20240219,0.09361778199672699
488,38.541,3.851,20240219,0.09608851373195648
489,38.591,3.851,20240219,0.09608851373195648
490,38.641,3.851,20240219,0.09795330464839935
491,38.691,3.851,20240219,0.09795330464839935
492,38.741,3.851,20240219,0.08608971536159515
493,38.791,3.851,20240219,0.08608971536159515
494,38.841,3.851,20240219,0.19190870225429535
495,38.891,3.851,20240219,0.19190870225429535
496,38.941,3.851,20240219,0.09808646142482758
497,38.991,3.851,20240219,0.08448778092861176
498,39.041,3.851,20240219,0.08448778092861176
499,39.091,3.851,20240219,0.09839175641536713
500,39.141,3.851,20240219,0.09839175641536713
501,39.191,3.851,20240219,0.09501717984676361
502,39.241,3.851,20240219,0.09501717984676361
503,39.291,3.851,20240219,0.09055839478969574
504,39.341,3.851,20240219,0.09055839478969574
505,39.391,3.851,20240219,0.08532784879207611
506,39.441,3.851,20240219,0.0834730714559555
507,39.491,3.851,20240219,0.0834730714559555
508,39.541,3.851,20240219,0.06294094026088715
509,39.591,3.851,20240219,0.06294094026088715
510,39.641,3.851,20240219,0.05985294282436371
511,39.691,3.851,20240219,0.05985294282436371
512,39.741,3.851,20240219,0.058301910758018494
513,39.791,3.851,20240219,0.058301910758018494
514,39.841,3.851,20240219,0.06357870995998383
515,39.891,3.851,20240219,0.13150320947170258
516,39.941,3.851,20240219,0.13150320947170258
517,39.991,3.851,20240219,0.13981686532497406
518,40.041,3.851,20240219,0.13981686532497406
519,40.091,3.851,20240219,0.0587984174489975
520,40.141,3.851,20240219,0.0587984174489975
521,40.19,3.852,20240219,0.04679439961910248
522,40.237,3.862,20240219,0.04679439961910248
523,40.28,3.871,20240219,0.11721573770046234
524,40.965,3.874,20240219,0.08575640618801117
525,40.997,3.859,20240219,0.06560669839382172
526,41.041,3.851,20240219,0.06560669839382172
527,41.091,3.851,20240219,0.09105096757411957
528,41.141,3.851,20240219,0.09105096757411957
529,41.191,3.851,20240219,0.08915530145168304
530,41.241,3.851,20240219,0.058224067091941833
531,41.291,3.851,20240219,0.058224067091941833
532,41.341,3.851,20240219,0.08437906205654144
533,41.391,3.851,20240219,0.08437906205654144
534,41.441,3.851,20240219,0.06277142465114594
535,41.491,3.851,20240219,0.06277142465114594
536,41.541,3.851,20240219,0.0874234288930893
537,41.591,3.851,20240219,0.0874234288930893
538,41.641,3.851,20240219,0.06330405175685883
539,41.691,3.851,20240219,0.062356337904930115
540,41.741,3.851,20240219,0.062356337904930115
541,41.791,3.851,20240219,0.06246362626552582
542,41.841,3.851,20240219,0.06246362626552582
543,41.891,3.851,20240219,0.06321083009243011
544,41.941,3.851,20240219,0.06321083009243011
545,41.991,3.851,20240219,0.06427715718746185
546,42.03,3.862,20240219,0.06427715718746185
547,37.365,3.925,20240219,0.08655892312526703
548,37.399,3.914,20240219,0.08815370500087738
549,37.443,3.902,20240219,0.08815370500087738
550,37.491,3.901,20240219,0.08826969563961029
551,37.541,3.901,20240219,0.08826969563961029
552,37.591,3.901,20240219,0.08880482614040375
553,37.641,3.901,20240219,0.08884654939174652
554,37.691,3.901,20240219,0.08884654939174652
555,37.741,3.901,20240219,0.09782813489437103
556,37.791,3.901,20240219,0.09782813489437103
557,37.841,3.901,20240219,0.09855125844478607
558,37.891,3.901,20240219,0.09855125844478607
559,37.941,3.901,20240219,0.10044287145137787
560,37.991,3.901,20240219,0.10044287145137787
561,38.041,3.901,20240219,0.09172175824642181
562,38.091,3.901,20240219,0.10747967660427094
563,38.141,3.901,20240219,0.10747967660427094
564,38.191,3.901,20240219,0.08570335805416107
565,38.241,3.901,20240219,0.08570335805416107
566,38.291,3.901,20240219,0.0873548835515976
567,38.341,3.901,20240219,0.0873548835515976
568,38.391,3.901,20240219,0.08815167844295502
569,38.441,3.901,20240219,0.08815167844295502
570,38.491,3.901,20240219,0.09588669240474701
571,38.541,3.901,20240219,0.09788034856319427
572,38.591,3.901,20240219,0.09788034856319427
573,38.641,3.901,20240219,0.08591221272945404
574,38.691,3.901,20240219,0.08591221272945404
575,38.741,3.901,20240219,0.09822092950344086
576,38.791,3.901,20240219,0.09822092950344086
577,38.841,3.901,20240219,0.09747777879238129
578,38.891,3.901,20240219,0.09747777879238129
579,38.941,3.901,20240219,0.09792016446590424
580,38.991,3.901,20240219,0.08766363561153412
581,39.041,3.901,20240219,0.08766363561153412
582,39.091,3.901,20240219,0.0995400995016098
583,39.141,3.901,20240219,0.0995400995016098
584,39.191,3.901,20240219,0.09636412560939789
585,39.241,3.901,20240219,0.09636412560939789
586,39.291,3.901,20240219,0.09094105660915375
587,39.341,3.901,20240219,0.09094105660915375
588,39.391,3.901,20240219,0.08420811593532562
589,39.441,3.901,20240219,0.06868480145931244
590,39.491,3.901,20240219,0.06868480145931244
591,39.541,3.901,20240219,0.06219814717769623
592,39.591,3.901,20240219,0.06219814717769623
593,39.641,3.901,20240219,0.06254230439662933
594,39.691,3.901,20240219,0.06254230439662933
595,39.741,3.901,20240219,0.06125496327877045
596,39.791,3.901,20240219,0.06125496327877045
597,39.841,3.901,20240219,0.05878673493862152
598,39.891,3.901,20240219,0.0488884299993515
599,39.941,3.901,20240219,0.0488884299993515
600,39.991,3.901,20240219,0.14344440400600433
601,40.041,3.901,20240219,0.14344440400600433
602,40.091,3.901,20240219,0.06108175218105316
603,40.141,3.901,20240219,0.06108175218105316
604,40.191,3.901,20240219,0.04821799695491791
605,40.241,3.901,20240219,0.04821799695491791
606,40.291,3.901,20240219,0.11721573770046234
