,X,Y,date,precipitation_sum
65,39.541,3.401,20240219,3.172300100326538
66,39.591,3.401,20240219,3.172300100326538
67,39.641,3.401,20240219,3.7365641593933105
68,39.691,3.401,20240219,3.7365641593933105
69,39.736,3.404,20240219,3.9727933406829834
70,39.77,3.422,20240219,5.053747177124023
71,38.01,3.472,20240219,26.436792373657227
72,38.045,3.462,20240219,26.436792373657227
73,38.092,3.455,20240219,24.02068328857422
74,38.141,3.453,20240219,24.02068328857422
75,38.191,3.453,20240219,24.224952697753906
76,38.241,3.452,20240219,24.224952697753906
77,38.291,3.452,20240219,22.688830375671387
78,38.341,3.451,20240219,22.688830375671387
79,38.391,3.451,20240219,27.00406265258789
80,38.441,3.451,20240219,27.00406265258789
81,38.491,3.451,20240219,30.087078094482422
82,38.542,3.455,20240219,21.964252471923828
83,38.591,3.451,20240219,21.964252471923828
84,38.641,3.451,20240219,19.554279327392578
85,38.691,3.451,20240219,19.554279327392578
86,38.741,3.451,20240219,19.737701416015625
87,38.791,3.451,20240219,19.737701416015625
88,38.841,3.451,20240219,18.24907684326172
89,38.891,3.451,20240219,18.24907684326172
90,38.941,3.451,20240219,14.745059967041016
91,38.991,3.451,20240219,13.749736785888672
92,39.041,3.451,20240219,13.749736785888672
93,39.091,3.451,20240219,5.951869010925293
94,39.141,3.451,20240219,5.951869010925293
95,39.191,3.451,20240219,0.0
96,39.241,3.451,20240219,0.0
97,39.291,3.451,20240219,4.9075026512146
98,39.341,3.451,20240219,4.9075026512146
99,39.391,3.451,20240219,5.243912220001221
100,39.441,3.451,20240219,5.824185848236084
101,39.491,3.451,20240219,5.824185848236084
102,39.541,3.451,20240219,5.703131198883057
103,39.591,3.451,20240219,5.703131198883057
104,39.641,3.451,20240219,4.2338643074035645
105,39.691,3.451,20240219,4.2338643074035645
106,39.741,3.451,20240219,5.053747177124023
107,39.787,3.456,20240219,5.053747177124023
108,39.821,3.471,20240219,5.486866474151611
109,37.953,3.515,20240219,23.82901382446289
110,37.993,3.504,20240219,23.82901382446289
111,38.041,3.501,20240219,26.436792373657227
112,38.091,3.501,20240219,24.02068328857422
113,38.141,3.501,20240219,24.02068328857422
114,38.191,3.501,20240219,24.224952697753906
115,38.241,3.501,20240219,24.224952697753906
116,38.291,3.501,20240219,22.688830375671387
117,38.341,3.501,20240219,22.688830375671387
118,38.391,3.501,20240219,27.00406265258789
119,38.441,3.501,20240219,27.00406265258789
120,38.491,3.501,20240219,30.087078094482422
121,38.541,3.501,20240219,21.964252471923828
122,38.591,3.501,20240219,21.964252471923828
123,38.641,3.501,20240219,19.554279327392578
124,38.691,3.501,20240219,19.554279327392578
125,38.741,3.501,20240219,19.737701416015625
126,38.791,3.501,20240219,19.737701416015625
127,38.841,3.501,20240219,18.24907684326172
128,38.891,3.501,20240219,18.24907684326172
129,38.941,3.501,20240219,14.745059967041016
130,38.991,3.501,20240219,13.749736785888672
131,39.041,3.501,20240219,13.749736785888672
132,39.091,3.501,20240219,5.951869010925293
133,39.141,3.501,20240219,5.951869010925293
134,39.191,3.501,20240219,0.0
135,39.241,3.501,20240219,0.0
136,39.291,3.501,20240219,4.9075026512146
137,39.341,3.501,20240219,4.9075026512146
138,39.391,3.501,20240219,5.243912220001221
139,39.441,3.501,20240219,5.824185848236084
140,39.491,3.501,20240219,5.824185848236084
141,39.541,3.501,20240219,5.703131198883057
142,39.591,3.501,20240219,5.703131198883057
143,39.641,3.501,20240219,4.2338643074035645
144,39.691,3.501,20240219,4.2338643074035645
145,39.741,3.501,20240219,5.053747177124023
146,39.791,3.501,20240219,5.053747177124023
147,39.837,3.505,20240219,4.376224040985107
148,39.872,3.52,20240219,4.376224040985107
149,37.908,3.563,20240219,27.684162139892578
150,37.942,3.551,20240219,23.82901382446289
151,37.991,3.551,20240219,23.82901382446289
152,38.041,3.551,20240219,25.303855895996094
153,38.091,3.551,20240219,24.536359786987305
154,38.141,3.551,20240219,24.536359786987305
155,38.191,3.551,20240219,28.114933013916016
156,38.241,3.551,20240219,28.114933013916016
157,38.291,3.551,20240219,24.611919403076172
158,38.341,3.551,20240219,24.611919403076172
159,38.391,3.551,20240219,30.157307624816895
160,38.441,3.551,20240219,30.157307624816895
161,38.491,3.551,20240219,33.57209014892578
162,38.541,3.551,20240219,21.56039047241211
163,38.591,3.551,20240219,21.56039047241211
164,38.641,3.551,20240219,27.46532440185547
165,38.691,3.551,20240219,27.46532440185547
166,38.741,3.551,20240219,20.455101013183594
167,38.791,3.551,20240219,20.455101013183594
168,38.841,3.551,20240219,19.164140701293945
169,38.891,3.551,20240219,19.164140701293945
170,38.941,3.551,20240219,13.835077285766602
171,38.991,3.551,20240219,14.386065483093262
172,39.041,3.551,20240219,14.386065483093262
173,39.091,3.551,20240219,6.4805803298950195
174,39.141,3.551,20240219,6.4805803298950195
175,39.191,3.551,20240219,4.5573248863220215
176,39.241,3.551,20240219,4.5573248863220215
177,39.291,3.551,20240219,4.656357765197754
178,39.341,3.551,20240219,4.656357765197754
179,39.391,3.551,20240219,4.593724727630615
180,39.441,3.551,20240219,4.401124954223633
181,39.491,3.551,20240219,4.401124954223633
182,39.541,3.551,20240219,0.0
183,39.591,3.551,20240219,0.0
184,39.641,3.551,20240219,0.0
185,39.691,3.551,20240219,0.0
186,39.741,3.551,20240219,4.378318786621094
187,39.791,3.551,20240219,4.378318786621094
188,39.841,3.551,20240219,4.376224040985107
189,39.888,3.554,20240219,4.578556537628174
190,39.921,3.57,20240219,4.578556537628174
191,37.852,3.617,20240219,27.79423427581787
192,37.894,3.604,20240219,27.79423427581787
193,37.941,3.601,20240219,22.1541805267334
194,37.991,3.601,20240219,22.1541805267334
195,38.041,3.601,20240219,23.017986297607422
196,38.091,3.601,20240219,49.54640197753906
197,38.141,3.601,20240219,49.54640197753906
198,38.191,3.601,20240219,29.62245750427246
199,38.241,3.601,20240219,29.62245750427246
200,38.291,3.601,20240219,28.747634887695312
201,38.341,3.601,20240219,28.747634887695312
202,38.391,3.601,20240219,34.1050910949707
203,38.441,3.601,20240219,34.1050910949707
204,38.491,3.601,20240219,41.16227722167969
205,38.541,3.601,20240219,39.83802032470703
206,38.591,3.601,20240219,39.83802032470703
207,38.641,3.601,20240219,42.201210021972656
208,38.691,3.601,20240219,42.201210021972656
209,38.741,3.601,20240219,40.546016693115234
210,38.791,3.601,20240219,40.546016693115234
211,38.841,3.601,20240219,23.78438949584961
212,38.891,3.601,20240219,23.78438949584961
213,38.941,3.601,20240219,28.580341339111328
214,38.991,3.601,20240219,11.798368453979492
215,39.041,3.601,20240219,11.798368453979492
216,39.091,3.601,20240219,10.988781452178955
217,39.141,3.601,20240219,10.988781452178955
218,39.191,3.601,20240219,4.596429824829102
219,39.241,3.601,20240219,4.596429824829102
220,39.291,3.601,20240219,5.419379711151123
221,39.341,3.601,20240219,5.419379711151123
222,39.391,3.601,20240219,5.217523097991943
223,39.441,3.601,20240219,4.739624500274658
224,39.491,3.601,20240219,4.739624500274658
225,39.541,3.601,20240219,4.538195610046387
226,39.591,3.601,20240219,4.538195610046387
227,39.641,3.601,20240219,0.0
228,39.691,3.601,20240219,0.0
229,39.741,3.601,20240219,3.7027840614318848
230,39.791,3.601,20240219,3.7027840614318848
231,39.841,3.601,20240219,3.958824634552002
232,39.891,3.601,20240219,3.845221996307373
233,39.931,3.604,20240219,3.845221996307373
234,37.76,3.672,20240219,28.061389923095703
235,37.796,3.66,20240219,28.061389923095703
236,37.841,3.651,20240219,27.79423427581787
237,37.891,3.651,20240219,27.79423427581787
238,37.941,3.651,20240219,22.1541805267334
239,37.991,3.651,20240219,22.1541805267334
240,38.041,3.651,20240219,23.017986297607422
241,38.091,3.651,20240219,49.54640197753906
242,38.141,3.651,20240219,49.54640197753906
243,38.191,3.651,20240219,29.62245750427246
244,38.241,3.651,20240219,29.62245750427246
245,38.291,3.651,20240219,28.747634887695312
246,38.341,3.651,20240219,28.747634887695312
247,38.391,3.651,20240219,34.1050910949707
248,38.441,3.651,20240219,34.1050910949707
249,38.491,3.651,20240219,41.16227722167969
250,38.541,3.651,20240219,39.83802032470703
251,38.591,3.651,20240219,39.83802032470703
252,38.641,3.651,20240219,42.201210021972656
253,38.691,3.651,20240219,42.201210021972656
254,38.741,3.651,20240219,40.546016693115234
255,38.791,3.651,20240219,40.546016693115234
256,38.841,3.651,20240219,23.78438949584961
257,38.891,3.651,20240219,23.78438949584961
258,38.941,3.651,20240219,28.580341339111328
259,38.991,3.651,20240219,11.798368453979492
260,39.041,3.651,20240219,11.798368453979492
261,39.091,3.651,20240219,10.988781452178955
262,39.141,3.651,20240219,10.988781452178955
263,39.191,3.651,20240219,4.596429824829102
264,39.241,3.651,20240219,4.596429824829102
265,39.291,3.651,20240219,5.419379711151123
266,39.341,3.651,20240219,5.419379711151123
267,39.391,3.651,20240219,5.217523097991943
268,39.441,3.651,20240219,4.739624500274658
269,39.491,3.651,20240219,4.739624500274658
270,39.541,3.651,20240219,4.538195610046387
271,39.591,3.651,20240219,4.538195610046387
272,39.641,3.651,20240219,0.0
273,39.691,3.651,20240219,0.0
274,39.741,3.651,20240219,3.7027840614318848
275,39.791,3.651,20240219,3.7027840614318848
276,39.841,3.651,20240219,3.958824634552002
277,39.891,3.651,20240219,3.845221996307373
278,39.94,3.652,20240219,3.845221996307373
279,39.97,3.667,20240219,3.845221996307373
280,37.701,3.716,20240219,19.603787899017334
281,37.743,3.704,20240219,21.93257188796997
282,37.791,3.701,20240219,21.93257188796997
283,37.841,3.701,20240219,23.410961151123047
284,37.891,3.701,20240219,23.410961151123047
285,37.941,3.701,20240219,33.73925971984863
286,37.991,3.701,20240219,33.73925971984863
287,38.041,3.701,20240219,50.650400161743164
288,38.091,3.701,20240219,28.63937759399414
289,38.141,3.701,20240219,28.63937759399414
290,38.191,3.701,20240219,27.85686683654785
291,38.241,3.701,20240219,27.85686683654785
292,38.291,3.701,20240219,32.2893180847168
293,38.341,3.701,20240219,32.2893180847168
294,38.391,3.701,20240219,54.073631286621094
295,38.441,3.701,20240219,54.073631286621094
296,38.491,3.701,20240219,56.644474029541016
297,38.541,3.701,20240219,30.511911392211914
298,38.591,3.701,20240219,30.511911392211914
299,38.641,3.701,20240219,0.0
300,38.691,3.701,20240219,0.0
301,38.741,3.701,20240219,36.23419189453125
302,38.791,3.701,20240219,36.23419189453125
303,38.841,3.701,20240219,29.918025970458984
304,38.891,3.701,20240219,29.918025970458984
305,38.941,3.701,20240219,22.481887817382812
306,38.991,3.701,20240219,26.181243896484375
307,39.041,3.701,20240219,26.181243896484375
308,39.091,3.701,20240219,16.724721908569336
309,39.141,3.701,20240219,16.724721908569336
310,39.191,3.701,20240219,11.885406494140625
311,39.241,3.701,20240219,11.885406494140625
312,39.291,3.701,20240219,5.582709789276123
313,39.341,3.701,20240219,5.582709789276123
314,39.391,3.701,20240219,5.232254981994629
315,39.441,3.701,20240219,4.469907283782959
316,39.491,3.701,20240219,4.469907283782959
317,39.541,3.701,20240219,0.0
318,39.591,3.701,20240219,0.0
319,39.641,3.701,20240219,0.0
320,39.691,3.701,20240219,0.0
321,39.741,3.701,20240219,3.310593605041504
322,39.791,3.701,20240219,3.310593605041504
323,39.841,3.701,20240219,6.545403718948364
324,39.891,3.701,20240219,6.207953691482544
325,39.941,3.701,20240219,6.207953691482544
326,39.978,3.705,20240219,2.883118152618408
327,37.609,3.771,20240219,18.423545837402344
328,37.646,3.759,20240219,19.603787899017334
329,37.691,3.751,20240219,19.603787899017334
330,37.741,3.751,20240219,21.93257188796997
331,37.791,3.751,20240219,21.93257188796997
332,37.841,3.751,20240219,23.410961151123047
333,37.891,3.751,20240219,23.410961151123047
334,37.941,3.751,20240219,33.73925971984863
335,37.991,3.751,20240219,33.73925971984863
336,38.041,3.751,20240219,50.650400161743164
337,38.091,3.751,20240219,28.63937759399414
338,38.141,3.751,20240219,28.63937759399414
339,38.191,3.751,20240219,27.85686683654785
340,38.241,3.751,20240219,27.85686683654785
341,38.291,3.751,20240219,32.2893180847168
342,38.341,3.751,20240219,32.2893180847168
343,38.391,3.751,20240219,54.073631286621094
344,38.441,3.751,20240219,54.073631286621094
345,38.491,3.751,20240219,56.644474029541016
346,38.541,3.751,20240219,30.511911392211914
347,38.591,3.751,20240219,30.511911392211914
348,38.641,3.751,20240219,0.0
349,38.691,3.751,20240219,0.0
350,38.741,3.751,20240219,36.23419189453125
351,38.791,3.751,20240219,36.23419189453125
352,38.841,3.751,20240219,29.918025970458984
353,38.891,3.751,20240219,29.918025970458984
354,38.941,3.751,20240219,22.481887817382812
355,38.991,3.751,20240219,26.181243896484375
356,39.041,3.751,20240219,26.181243896484375
357,39.091,3.751,20240219,16.724721908569336
358,39.141,3.751,20240219,16.724721908569336
359,39.191,3.751,20240219,11.885406494140625
360,39.241,3.751,20240219,11.885406494140625
361,39.291,3.751,20240219,5.582709789276123
362,39.341,3.751,20240219,5.582709789276123
363,39.391,3.751,20240219,5.232254981994629
364,39.441,3.751,20240219,4.469907283782959
365,39.491,3.751,20240219,4.469907283782959
366,39.541,3.751,20240219,0.0
367,39.591,3.751,20240219,0.0
368,39.641,3.751,20240219,0.0
369,39.691,3.751,20240219,0.0
370,39.741,3.751,20240219,3.310593605041504
371,39.791,3.751,20240219,3.310593605041504
372,39.841,3.751,20240219,6.545403718948364
373,39.891,3.751,20240219,6.207953691482544
374,39.941,3.751,20240219,6.207953691482544
375,39.99,3.752,20240219,2.883118152618408
376,40.038,3.762,20240219,2.883118152618408
377,40.077,3.771,20240219,2.636013984680176
378,41.111,3.774,20240219,0.0
379,41.145,3.77,20240219,0.0
380,41.192,3.767,20240219,0.0
381,41.238,3.769,20240219,0.0
382,41.294,3.769,20240219,0.0
383,41.34,3.768,20240219,0.0
384,41.39,3.771,20240219,0.0
385,41.44,3.771,20240219,0.0
386,41.485,3.774,20240219,0.0
387,41.523,3.775,20240219,0.0
388,41.764,3.775,20240219,0.0
389,41.796,3.771,20240219,0.0
390,41.839,3.77,20240219,0.0
391,41.877,3.773,20240219,0.0
392,37.55,3.815,20240219,19.162389755249023
393,37.593,3.803,20240219,19.162389755249023
394,37.641,3.801,20240219,19.696995735168457
395,37.691,3.801,20240219,19.696995735168457
396,37.741,3.801,20240219,19.957059860229492
397,37.791,3.801,20240219,19.957059860229492
398,37.841,3.801,20240219,22.67266273498535
399,37.891,3.801,20240219,22.67266273498535
400,37.941,3.801,20240219,23.1336350440979
401,37.991,3.801,20240219,23.1336350440979
402,38.041,3.801,20240219,26.587632179260254
403,38.091,3.801,20240219,34.63138961791992
404,38.141,3.801,20240219,34.63138961791992
405,38.191,3.801,20240219,25.155973434448242
406,38.241,3.801,20240219,25.155973434448242
407,38.291,3.801,20240219,57.43034362792969
408,38.341,3.801,20240219,57.43034362792969
409,38.391,3.801,20240219,37.77781295776367
410,38.441,3.801,20240219,37.77781295776367
411,38.491,3.801,20240219,31.78966522216797
412,38.541,3.801,20240219,28.458637237548828
413,38.591,3.801,20240219,28.458637237548828
414,38.641,3.801,20240219,33.70228958129883
415,38.691,3.801,20240219,33.70228958129883
416,38.741,3.801,20240219,28.111494064331055
417,38.791,3.801,20240219,28.111494064331055
418,38.841,3.801,20240219,26.744049072265625
419,38.891,3.801,20240219,26.744049072265625
420,38.941,3.801,20240219,26.114036560058594
421,38.991,3.801,20240219,27.91410255432129
422,39.041,3.801,20240219,27.91410255432129
423,39.091,3.801,20240219,22.57482147216797
424,39.141,3.801,20240219,22.57482147216797
425,39.191,3.801,20240219,6.704938888549805
426,39.241,3.801,20240219,6.704938888549805
427,39.291,3.801,20240219,0.0
428,39.341,3.801,20240219,0.0
429,39.391,3.801,20240219,0.0
430,39.441,3.801,20240219,0.0
431,39.491,3.801,20240219,0.0
432,39.541,3.801,20240219,0.0
433,39.591,3.801,20240219,0.0
434,39.641,3.801,20240219,0.0
435,39.691,3.801,20240219,0.0
436,39.741,3.801,20240219,3.043719530105591
437,39.791,3.801,20240219,3.043719530105591
438,39.841,3.801,20240219,2.8579485416412354
439,39.891,3.801,20240219,5.144009113311768
440,39.941,3.801,20240219,5.144009113311768
441,39.991,3.801,20240219,0.0
442,40.041,3.801,20240219,0.0
443,40.09,3.802,20240219,0.0
444,40.137,3.811,20240219,0.0
445,40.176,3.821,20240219,0.0
446,41.05,3.816,20240219,0.0
447,41.093,3.803,20240219,0.0
448,41.141,3.801,20240219,0.0
449,41.191,3.801,20240219,0.0
450,41.241,3.801,20240219,0.0
451,41.291,3.801,20240219,0.0
452,41.341,3.801,20240219,0.0
453,41.391,3.801,20240219,0.0
454,41.441,3.801,20240219,0.0
455,41.491,3.801,20240219,0.0
456,41.54,3.802,20240219,0.0
457,41.59,3.807,20240219,0.0
458,41.642,3.804,20240219,0.0
459,41.691,3.803,20240219,0.0
460,41.742,3.804,20240219,0.0
461,41.791,3.801,20240219,0.0
462,41.841,3.801,20240219,0.0
463,41.891,3.801,20240219,0.0
464,41.938,3.809,20240219,0.0
465,41.979,3.819,20240219,0.0
466,37.457,3.87,20240219,21.706289291381836
467,37.495,3.858,20240219,22.236421585083008
468,37.541,3.851,20240219,22.236421585083008
469,37.591,3.851,20240219,19.162389755249023
470,37.641,3.851,20240219,19.696995735168457
471,37.691,3.851,20240219,19.696995735168457
472,37.741,3.851,20240219,19.957059860229492
473,37.791,3.851,20240219,19.957059860229492
474,37.841,3.851,20240219,22.67266273498535
475,37.891,3.851,20240219,22.67266273498535
476,37.941,3.851,20240219,23.1336350440979
477,37.991,3.851,20240219,23.1336350440979
478,38.041,3.851,20240219,26.587632179260254
479,38.091,3.851,20240219,34.63138961791992
480,38.141,3.851,20240219,34.63138961791992
481,38.191,3.851,20240219,25.155973434448242
482,38.241,3.851,20240219,25.155973434448242
483,38.291,3.851,20240219,57.43034362792969
484,38.341,3.851,20240219,57.43034362792969
485,38.391,3.851,20240219,37.77781295776367
486,38.441,3.851,20240219,37.77781295776367
487,38.491,3.851,20240219,31.78966522216797
488,38.541,3.851,20240219,28.458637237548828
489,38.591,3.851,20240219,28.458637237548828
490,38.641,3.851,20240219,33.70228958129883
491,38.691,3.851,20240219,33.70228958129883
492,38.741,3.851,20240219,28.111494064331055
493,38.791,3.851,20240219,28.111494064331055
494,38.841,3.851,20240219,26.744049072265625
495,38.891,3.851,20240219,26.744049072265625
496,38.941,3.851,20240219,26.114036560058594
497,38.991,3.851,20240219,27.91410255432129
498,39.041,3.851,20240219,27.91410255432129
499,39.091,3.851,20240219,22.57482147216797
500,39.141,3.851,20240219,22.57482147216797
501,39.191,3.851,20240219,6.704938888549805
502,39.241,3.851,20240219,6.704938888549805
503,39.291,3.851,20240219,0.0
504,39.341,3.851,20240219,0.0
505,39.391,3.851,20240219,0.0
506,39.441,3.851,20240219,0.0
507,39.491,3.851,20240219,0.0
508,39.541,3.851,20240219,0.0
509,39.591,3.851,20240219,0.0
510,39.641,3.851,20240219,0.0
511,39.691,3.851,20240219,0.0
512,39.741,3.851,20240219,3.043719530105591
513,39.791,3.851,20240219,3.043719530105591
514,39.841,3.851,20240219,2.8579485416412354
515,39.891,3.851,20240219,5.144009113311768
516,39.941,3.851,20240219,5.144009113311768
517,39.991,3.851,20240219,0.0
518,40.041,3.851,20240219,0.0
519,40.091,3.851,20240219,0.0
520,40.141,3.851,20240219,0.0
521,40.19,3.852,20240219,0.0
522,40.237,3.862,20240219,0.0
523,40.28,3.871,20240219,2.570852756500244
524,40.965,3.874,20240219,0.0
525,40.997,3.859,20240219,0.0
526,41.041,3.851,20240219,0.0
527,41.091,3.851,20240219,0.0
528,41.141,3.851,20240219,0.0
529,41.191,3.851,20240219,0.0
530,41.241,3.851,20240219,0.0
531,41.291,3.851,20240219,0.0
532,41.341,3.851,20240219,0.0
533,41.391,3.851,20240219,0.0
534,41.441,3.851,20240219,0.0
535,41.491,3.851,20240219,0.0
536,41.541,3.851,20240219,0.0
537,41.591,3.851,20240219,0.0
538,41.641,3.851,20240219,0.0
539,41.691,3.851,20240219,0.0
540,41.741,3.851,20240219,0.0
541,41.791,3.851,20240219,0.0
542,41.841,3.851,20240219,0.0
543,41.891,3.851,20240219,0.0
544,41.941,3.851,20240219,0.0
545,41.991,3.851,20240219,0.0
546,42.03,3.862,20240219,0.0
547,37.365,3.925,20240219,22.574172019958496
548,37.399,3.914,20240219,21.706289291381836
549,37.443,3.902,20240219,21.706289291381836
550,37.491,3.901,20240219,21.589229106903076
551,37.541,3.901,20240219,21.589229106903076
552,37.591,3.901,20240219,20.695131301879883
553,37.641,3.901,20240219,20.373659133911133
554,37.691,3.901,20240219,20.373659133911133
555,37.741,3.901,20240219,23.29145622253418
556,37.791,3.901,20240219,23.29145622253418
557,37.841,3.901,20240219,21.34723949432373
558,37.891,3.901,20240219,21.34723949432373
559,37.941,3.901,20240219,21.035164833068848
560,37.991,3.901,20240219,21.035164833068848
561,38.041,3.901,20240219,21.965686798095703
562,38.091,3.901,20240219,25.19211196899414
563,38.141,3.901,20240219,25.19211196899414
564,38.191,3.901,20240219,41.836761474609375
565,38.241,3.901,20240219,41.836761474609375
566,38.291,3.901,20240219,33.026275634765625
567,38.341,3.901,20240219,33.026275634765625
568,38.391,3.901,20240219,29.135494232177734
569,38.441,3.901,20240219,29.135494232177734
570,38.491,3.901,20240219,41.22499084472656
571,38.541,3.901,20240219,27.448442459106445
572,38.591,3.901,20240219,27.448442459106445
573,38.641,3.901,20240219,27.186275482177734
574,38.691,3.901,20240219,27.186275482177734
575,38.741,3.901,20240219,26.881685256958008
576,38.791,3.901,20240219,26.881685256958008
577,38.841,3.901,20240219,24.090347290039062
578,38.891,3.901,20240219,24.090347290039062
579,38.941,3.901,20240219,23.285003662109375
580,38.991,3.901,20240219,26.83116340637207
581,39.041,3.901,20240219,26.83116340637207
582,39.091,3.901,20240219,22.62759017944336
583,39.141,3.901,20240219,22.62759017944336
584,39.191,3.901,20240219,13.378433227539062
585,39.241,3.901,20240219,13.378433227539062
586,39.291,3.901,20240219,0.0
587,39.341,3.901,20240219,0.0
588,39.391,3.901,20240219,0.0
589,39.441,3.901,20240219,0.0
590,39.491,3.901,20240219,0.0
591,39.541,3.901,20240219,0.0
592,39.591,3.901,20240219,0.0
593,39.641,3.901,20240219,0.0
594,39.691,3.901,20240219,0.0
595,39.741,3.901,20240219,2.481633424758911
596,39.791,3.901,20240219,2.481633424758911
597,39.841,3.901,20240219,0.0
598,39.891,3.901,20240219,0.0
599,39.941,3.901,20240219,0.0
600,39.991,3.901,20240219,0.0
601,40.041,3.901,20240219,0.0
602,40.091,3.901,20240219,0.0
603,40.141,3.901,20240219,0.0
604,40.191,3.901,20240219,2.563906192779541
605,40.241,3.901,20240219,2.563906192779541
606,40.291,3.901,20240219,2.570852756500244
607,40.339,3.907,20240219,2.3498942852020264
608,40.387,3.916,20240219,2.3498942852020264
609,40.425,3.923,20240219,3.3936238288879395
610,40.95,3.908,20240219,0.0
611,40.991,3.901,20240219,0.0
612,41.041,3.901,20240219,0.0
613,41.091,3.901,20240219,0.0
614,41.141,3.901,20240219,0.0
615,41.191,3.901,20240219,0.0
616,41.241,3.901,20240219,0.0
617,41.291,3.901,20240219,0.0
618,41.341,3.901,20240219,0.0
619,41.391,3.901,20240219,0.0
620,41.441,3.901,20240219,0.0
621,41.491,3.901,20240219,0.0
622,41.541,3.901,20240219,0.0
623,41.591,3.901,20240219,0.0
624,41.641,3.901,20240219,0.0
625,41.691,3.901,20240219,0.0
626,41.741,3.901,20240219,0.0
627,41.791,3.901,20240219,0.0
628,41.841,3.901,20240219,0.0
629,41.891,3.901,20240219,0.0
630,41.941,3.901,20240219,0.0
631,41.991,3.901,20240219,0.0
632,42.041,3.901,20240219,0.0
633,42.078,3.911,20240219,0.0
634,37.306,3.969,20240219,25.75453758239746
635,37.345,3.957,20240219,25.75453758239746
636,37.391,3.951,20240219,21.706289291381836
637,37.441,3.951,20240219,21.706289291381836
638,37.491,3.951,20240219,21.589229106903076
639,37.541,3.951,20240219,21.589229106903076
640,37.591,3.951,20240219,20.695131301879883
641,37.641,3.951,20240219,20.373659133911133
642,37.691,3.951,20240219,20.373659133911133
643,37.741,3.951,20240219,23.29145622253418
644,37.791,3.951,20240219,23.29145622253418
645,37.841,3.951,20240219,21.34723949432373
646,37.891,3.951,20240219,21.34723949432373
647,37.941,3.951,20240219,21.035164833068848
648,37.991,3.951,20240219,21.035164833068848
649,38.041,3.951,20240219,21.965686798095703
650,38.091,3.951,20240219,25.19211196899414
651,38.141,3.951,20240219,25.19211196899414
652,38.191,3.951,20240219,41.836761474609375
653,38.241,3.951,20240219,41.836761474609375
654,38.291,3.951,20240219,33.026275634765625
655,38.341,3.951,20240219,33.026275634765625
656,38.391,3.951,20240219,29.135494232177734
657,38.441,3.951,20240219,29.135494232177734
658,38.491,3.951,20240219,41.22499084472656
659,38.541,3.951,20240219,27.448442459106445
