,NDVI,X,Y,date
69,5747,39.736,3.404,20240101
70,5747,39.77,3.422,20240101
71,4403,38.01,3.472,20240101
72,4347,38.045,3.462,20240101
73,3934,38.092,3.455,20240101
74,3934,38.141,3.453,20240101
75,4426,38.191,3.453,20240101
76,4426,38.241,3.452,20240101
77,4999,38.291,3.452,20240101
78,5897,38.341,3.451,20240101
79,5897,38.391,3.451,20240101
80,4899,38.441,3.451,20240101
81,4899,38.491,3.451,20240101
82,5051,38.542,3.455,20240101
83,5051,38.591,3.451,20240101
84,6765,38.641,3.451,20240101
85,6765,38.691,3.451,20240101
86,5858,38.741,3.451,20240101
87,6591,38.791,3.451,20240101
88,6591,38.841,3.451,20240101
89,6332,38.891,3.451,20240101
90,6332,38.941,3.451,20240101
91,6120,38.991,3.451,20240101
92,6120,39.041,3.451,20240101
93,5833,39.091,3.451,20240101
94,5833,39.141,3.451,20240101
95,5956,39.191,3.451,20240101
96,5871,39.241,3.451,20240101
97,5871,39.291,3.451,20240101
98,5995,39.341,3.451,20240101
99,5995,39.391,3.451,20240101
100,6577,39.441,3.451,20240101
101,6577,39.491,3.451,20240101
102,5960,39.541,3.451,20240101
103,5960,39.591,3.451,20240101
104,5738,39.641,3.451,20240101
105,5747,39.691,3.451,20240101
106,5747,39.741,3.451,20240101
107,5887,39.787,3.456,20240101
108,5515,39.821,3.471,20240101
109,5209,37.953,3.515,20240101
110,4403,37.993,3.504,20240101
111,4403,38.041,3.501,20240101
112,4279,38.091,3.501,20240101
113,4279,38.141,3.501,20240101
114,3913,38.191,3.501,20240101
115,3913,38.241,3.501,20240101
116,5256,38.291,3.501,20240101
117,5150,38.341,3.501,20240101
118,5150,38.391,3.501,20240101
119,5623,38.441,3.501,20240101
120,5623,38.491,3.501,20240101
121,6148,38.541,3.501,20240101
122,6148,38.591,3.501,20240101
123,5970,38.641,3.501,20240101
124,5970,38.691,3.501,20240101
125,6324,38.741,3.501,20240101
126,6747,38.791,3.501,20240101
127,6747,38.841,3.501,20240101
128,6757,38.891,3.501,20240101
129,6757,38.941,3.501,20240101
130,6036,38.991,3.501,20240101
131,6036,39.041,3.501,20240101
132,5883,39.091,3.501,20240101
133,5883,39.141,3.501,20240101
134,6341,39.191,3.501,20240101
135,6491,39.241,3.501,20240101
136,6491,39.291,3.501,20240101
137,6192,39.341,3.501,20240101
138,6192,39.391,3.501,20240101
139,6624,39.441,3.501,20240101
140,6624,39.491,3.501,20240101
141,6135,39.541,3.501,20240101
142,6135,39.591,3.501,20240101
143,6154,39.641,3.501,20240101
144,6168,39.691,3.501,20240101
145,6168,39.741,3.501,20240101
146,5515,39.791,3.501,20240101
147,5515,39.837,3.505,20240101
148,5534,39.872,3.52,20240101
149,3574,37.908,3.563,20240101
150,5209,37.942,3.551,20240101
151,4403,37.991,3.551,20240101
152,4403,38.041,3.551,20240101
153,4279,38.091,3.551,20240101
154,4279,38.141,3.551,20240101
155,3913,38.191,3.551,20240101
156,3913,38.241,3.551,20240101
157,5256,38.291,3.551,20240101
158,5150,38.341,3.551,20240101
159,5150,38.391,3.551,20240101
160,5623,38.441,3.551,20240101
161,5623,38.491,3.551,20240101
162,6148,38.541,3.551,20240101
163,6148,38.591,3.551,20240101
164,5970,38.641,3.551,20240101
165,5970,38.691,3.551,20240101
166,6324,38.741,3.551,20240101
167,6747,38.791,3.551,20240101
168,6747,38.841,3.551,20240101
169,6757,38.891,3.551,20240101
170,6757,38.941,3.551,20240101
171,6036,38.991,3.551,20240101
172,6036,39.041,3.551,20240101
173,5883,39.091,3.551,20240101
174,5883,39.141,3.551,20240101
175,6341,39.191,3.551,20240101
176,6491,39.241,3.551,20240101
177,6491,39.291,3.551,20240101
178,6192,39.341,3.551,20240101
179,6192,39.391,3.551,20240101
180,6624,39.441,3.551,20240101
181,6624,39.491,3.551,20240101
182,6135,39.541,3.551,20240101
183,6135,39.591,3.551,20240101
184,6154,39.641,3.551,20240101
185,6168,39.691,3.551,20240101
186,6168,39.741,3.551,20240101
187,5515,39.791,3.551,20240101
188,5515,39.841,3.551,20240101
189,5534,39.888,3.554,20240101
190,4717,39.921,3.57,20240101
191,2696,37.852,3.617,20240101
192,3574,37.894,3.604,20240101
193,3574,37.941,3.601,20240101
194,5221,37.991,3.601,20240101
195,5221,38.041,3.601,20240101
196,5271,38.091,3.601,20240101
197,5271,38.141,3.601,20240101
198,5684,38.191,3.601,20240101
199,5684,38.241,3.601,20240101
200,4868,38.291,3.601,20240101
201,5631,38.341,3.601,20240101
202,5631,38.391,3.601,20240101
203,6732,38.441,3.601,20240101
204,6732,38.491,3.601,20240101
205,6745,38.541,3.601,20240101
206,6745,38.591,3.601,20240101
207,6648,38.641,3.601,20240101
208,6648,38.691,3.601,20240101
209,6428,38.741,3.601,20240101
210,6428,38.791,3.601,20240101
211,5543,38.841,3.601,20240101
212,5593,38.891,3.601,20240101
213,5593,38.941,3.601,20240101
214,5938,38.991,3.601,20240101
215,5938,39.041,3.601,20240101
216,5515,39.091,3.601,20240101
217,5515,39.141,3.601,20240101
218,5272,39.191,3.601,20240101
219,5272,39.241,3.601,20240101
220,5681,39.291,3.601,20240101
221,6072,39.341,3.601,20240101
222,6072,39.391,3.601,20240101
223,6003,39.441,3.601,20240101
224,6003,39.491,3.601,20240101
225,6165,39.541,3.601,20240101
226,6165,39.591,3.601,20240101
227,5679,39.641,3.601,20240101
228,5679,39.691,3.601,20240101
229,5654,39.741,3.601,20240101
230,5195,39.791,3.601,20240101
231,5195,39.841,3.601,20240101
232,4717,39.891,3.601,20240101
233,4717,39.931,3.604,20240101
234,1629,37.76,3.672,20240101
235,1629,37.796,3.66,20240101
236,2298,37.841,3.651,20240101
237,2298,37.891,3.651,20240101
238,3149,37.941,3.651,20240101
239,5491,37.991,3.651,20240101
240,5491,38.041,3.651,20240101
241,5151,38.091,3.651,20240101
242,5151,38.141,3.651,20240101
243,4640,38.191,3.651,20240101
244,4640,38.241,3.651,20240101
245,5345,38.291,3.651,20240101
246,5345,38.341,3.651,20240101
247,6055,38.391,3.651,20240101
248,6278,38.441,3.651,20240101
249,6278,38.491,3.651,20240101
250,5976,38.541,3.651,20240101
251,5976,38.591,3.651,20240101
252,6539,38.641,3.651,20240101
253,6539,38.691,3.651,20240101
254,6074,38.741,3.651,20240101
255,6074,38.791,3.651,20240101
256,5885,38.841,3.651,20240101
257,5378,38.891,3.651,20240101
258,5378,38.941,3.651,20240101
259,5629,38.991,3.651,20240101
260,5629,39.041,3.651,20240101
261,6022,39.091,3.651,20240101
262,6022,39.141,3.651,20240101
263,5453,39.191,3.651,20240101
264,5453,39.241,3.651,20240101
265,5744,39.291,3.651,20240101
266,5677,39.341,3.651,20240101
267,5677,39.391,3.651,20240101
268,5610,39.441,3.651,20240101
269,5610,39.491,3.651,20240101
270,5894,39.541,3.651,20240101
271,5894,39.591,3.651,20240101
272,5305,39.641,3.651,20240101
273,5305,39.691,3.651,20240101
274,5269,39.741,3.651,20240101
275,5109,39.791,3.651,20240101
276,5109,39.841,3.651,20240101
277,4359,39.891,3.651,20240101
278,4359,39.94,3.652,20240101
279,5002,39.97,3.667,20240101
280,1955,37.701,3.716,20240101
281,1629,37.743,3.704,20240101
282,1629,37.791,3.701,20240101
283,2298,37.841,3.701,20240101
284,2298,37.891,3.701,20240101
285,3149,37.941,3.701,20240101
286,5491,37.991,3.701,20240101
287,5491,38.041,3.701,20240101
288,5151,38.091,3.701,20240101
289,5151,38.141,3.701,20240101
290,4640,38.191,3.701,20240101
291,4640,38.241,3.701,20240101
292,5345,38.291,3.701,20240101
293,5345,38.341,3.701,20240101
294,6055,38.391,3.701,20240101
295,6278,38.441,3.701,20240101
296,6278,38.491,3.701,20240101
297,5976,38.541,3.701,20240101
298,5976,38.591,3.701,20240101
299,6539,38.641,3.701,20240101
300,6539,38.691,3.701,20240101
301,6074,38.741,3.701,20240101
302,6074,38.791,3.701,20240101
303,5885,38.841,3.701,20240101
304,5378,38.891,3.701,20240101
305,5378,38.941,3.701,20240101
306,5629,38.991,3.701,20240101
307,5629,39.041,3.701,20240101
308,6022,39.091,3.701,20240101
309,6022,39.141,3.701,20240101
310,5453,39.191,3.701,20240101
311,5453,39.241,3.701,20240101
312,5744,39.291,3.701,20240101
313,5677,39.341,3.701,20240101
314,5677,39.391,3.701,20240101
315,5610,39.441,3.701,20240101
316,5610,39.491,3.701,20240101
317,5894,39.541,3.701,20240101
318,5894,39.591,3.701,20240101
319,5305,39.641,3.701,20240101
320,5305,39.691,3.701,20240101
321,5269,39.741,3.701,20240101
322,5109,39.791,3.701,20240101
323,5109,39.841,3.701,20240101
324,4359,39.891,3.701,20240101
325,4359,39.941,3.701,20240101
326,5002,39.978,3.705,20240101
327,2160,37.609,3.771,20240101
328,2409,37.646,3.759,20240101
329,2409,37.691,3.751,20240101
330,2414,37.741,3.751,20240101
331,2414,37.791,3.751,20240101
332,2699,37.841,3.751,20240101
333,2699,37.891,3.751,20240101
334,3604,37.941,3.751,20240101
335,4743,37.991,3.751,20240101
336,4743,38.041,3.751,20240101
337,4941,38.091,3.751,20240101
338,4941,38.141,3.751,20240101
339,5808,38.191,3.751,20240101
340,5808,38.241,3.751,20240101
341,5924,38.291,3.751,20240101
342,5924,38.341,3.751,20240101
343,5616,38.391,3.751,20240101
344,5854,38.441,3.751,20240101
345,5854,38.491,3.751,20240101
346,5535,38.541,3.751,20240101
347,5535,38.591,3.751,20240101
348,5688,38.641,3.751,20240101
349,5688,38.691,3.751,20240101
350,5688,38.741,3.751,20240101
351,5688,38.791,3.751,20240101
352,5723,38.841,3.751,20240101
353,5476,38.891,3.751,20240101
354,5476,38.941,3.751,20240101
355,5958,38.991,3.751,20240101
356,5958,39.041,3.751,20240101
357,6069,39.091,3.751,20240101
358,6069,39.141,3.751,20240101
359,5541,39.191,3.751,20240101
360,5541,39.241,3.751,20240101
361,5697,39.291,3.751,20240101
362,5728,39.341,3.751,20240101
363,5728,39.391,3.751,20240101
364,5608,39.441,3.751,20240101
365,5608,39.491,3.751,20240101
366,5301,39.541,3.751,20240101
367,5301,39.591,3.751,20240101
368,5091,39.641,3.751,20240101
369,5091,39.691,3.751,20240101
370,5307,39.741,3.751,20240101
371,5382,39.791,3.751,20240101
372,5382,39.841,3.751,20240101
373,5049,39.891,3.751,20240101
374,5049,39.941,3.751,20240101
375,4840,39.99,3.752,20240101
376,4840,40.038,3.762,20240101
377,5199,40.077,3.771,20240101
378,4264,41.111,3.774,20240101
379,4513,41.145,3.77,20240101
380,4513,41.192,3.767,20240101
381,4259,41.238,3.769,20240101
382,4259,41.294,3.769,20240101
383,4542,41.34,3.768,20240101
384,4542,41.39,3.771,20240101
385,4215,41.44,3.771,20240101
386,4215,41.485,3.774,20240101
387,4422,41.523,3.775,20240101
388,3754,41.764,3.775,20240101
389,3988,41.796,3.771,20240101
390,3988,41.839,3.77,20240101
391,3542,41.877,3.773,20240101
392,2160,37.55,3.815,20240101
393,2160,37.593,3.803,20240101
394,2409,37.641,3.801,20240101
395,2409,37.691,3.801,20240101
396,2414,37.741,3.801,20240101
397,2414,37.791,3.801,20240101
398,2699,37.841,3.801,20240101
399,2699,37.891,3.801,20240101
400,3604,37.941,3.801,20240101
401,4743,37.991,3.801,20240101
402,4743,38.041,3.801,20240101
403,4941,38.091,3.801,20240101
404,4941,38.141,3.801,20240101
405,5808,38.191,3.801,20240101
406,5808,38.241,3.801,20240101
407,5924,38.291,3.801,20240101
408,5924,38.341,3.801,20240101
409,5616,38.391,3.801,20240101
410,5854,38.441,3.801,20240101
411,5854,38.491,3.801,20240101
412,5535,38.541,3.801,20240101
413,5535,38.591,3.801,20240101
414,5688,38.641,3.801,20240101
415,5688,38.691,3.801,20240101
416,5688,38.741,3.801,20240101
417,5688,38.791,3.801,20240101
418,5723,38.841,3.801,20240101
419,5476,38.891,3.801,20240101
420,5476,38.941,3.801,20240101
421,5958,38.991,3.801,20240101
422,5958,39.041,3.801,20240101
423,6069,39.091,3.801,20240101
424,6069,39.141,3.801,20240101
425,5541,39.191,3.801,20240101
426,5541,39.241,3.801,20240101
427,5697,39.291,3.801,20240101
428,5728,39.341,3.801,20240101
429,5728,39.391,3.801,20240101
430,5608,39.441,3.801,20240101
431,5608,39.491,3.801,20240101
432,5301,39.541,3.801,20240101
433,5301,39.591,3.801,20240101
434,5091,39.641,3.801,20240101
435,5091,39.691,3.801,20240101
436,5307,39.741,3.801,20240101
437,5307,39.791,3.801,20240101
438,5382,39.841,3.801,20240101
439,5049,39.891,3.801,20240101
440,5049,39.941,3.801,20240101
441,4840,39.991,3.801,20240101
442,4840,40.041,3.801,20240101
443,5199,40.09,3.802,20240101
444,5199,40.137,3.811,20240101
445,5238,40.176,3.821,20240101
446,4083,41.05,3.816,20240101
447,4264,41.093,3.803,20240101
448,4264,41.141,3.801,20240101
449,4513,41.191,3.801,20240101
450,4259,41.241,3.801,20240101
451,4259,41.291,3.801,20240101
452,4542,41.341,3.801,20240101
453,4542,41.391,3.801,20240101
454,4215,41.441,3.801,20240101
455,4215,41.491,3.801,20240101
456,4422,41.54,3.802,20240101
457,4422,41.59,3.807,20240101
458,3801,41.642,3.804,20240101
459,3754,41.691,3.803,20240101
460,3754,41.742,3.804,20240101
461,3988,41.791,3.801,20240101
462,3988,41.841,3.801,20240101
463,3542,41.891,3.801,20240101
464,3542,41.938,3.809,20240101
465,3501,41.979,3.819,20240101
466,2238,37.457,3.87,20240101
467,2238,37.495,3.858,20240101
468,2262,37.541,3.851,20240101
469,2262,37.591,3.851,20240101
470,2321,37.641,3.851,20240101
471,2321,37.691,3.851,20240101
472,2282,37.741,3.851,20240101
473,2282,37.791,3.851,20240101
474,2563,37.841,3.851,20240101
475,2563,37.891,3.851,20240101
476,3018,37.941,3.851,20240101
477,3018,37.991,3.851,20240101
478,4112,38.041,3.851,20240101
479,4531,38.091,3.851,20240101
480,4531,38.141,3.851,20240101
481,5202,38.191,3.851,20240101
482,5202,38.241,3.851,20240101
483,6482,38.291,3.851,20240101
484,6482,38.341,3.851,20240101
485,5715,38.391,3.851,20240101
486,5715,38.441,3.851,20240101
487,5241,38.491,3.851,20240101
488,4928,38.541,3.851,20240101
489,4928,38.591,3.851,20240101
490,4767,38.641,3.851,20240101
491,4767,38.691,3.851,20240101
492,5902,38.741,3.851,20240101
493,5902,38.791,3.851,20240101
494,5990,38.841,3.851,20240101
495,5990,38.891,3.851,20240101
496,5861,38.941,3.851,20240101
497,5934,38.991,3.851,20240101
498,5934,39.041,3.851,20240101
499,6034,39.091,3.851,20240101
500,6034,39.141,3.851,20240101
501,6486,39.191,3.851,20240101
502,6486,39.241,3.851,20240101
503,6149,39.291,3.851,20240101
504,6149,39.341,3.851,20240101
505,5481,39.391,3.851,20240101
506,5352,39.441,3.851,20240101
507,5352,39.491,3.851,20240101
508,5573,39.541,3.851,20240101
509,5573,39.591,3.851,20240101
510,5368,39.641,3.851,20240101
511,5368,39.691,3.851,20240101
512,5397,39.741,3.851,20240101
513,5397,39.791,3.851,20240101
514,5408,39.841,3.851,20240101
515,5261,39.891,3.851,20240101
516,5261,39.941,3.851,20240101
517,5180,39.991,3.851,20240101
518,5180,40.041,3.851,20240101
519,5432,40.091,3.851,20240101
520,5432,40.141,3.851,20240101
521,5642,40.19,3.852,20240101
522,5642,40.237,3.862,20240101
523,4681,40.28,3.871,20240101
524,4173,40.965,3.874,20240101
525,4071,40.997,3.859,20240101
526,4071,41.041,3.851,20240101
527,3788,41.091,3.851,20240101
528,3788,41.141,3.851,20240101
529,3728,41.191,3.851,20240101
530,3750,41.241,3.851,20240101
531,3750,41.291,3.851,20240101
532,3198,41.341,3.851,20240101
533,3198,41.391,3.851,20240101
534,3380,41.441,3.851,20240101
535,3380,41.491,3.851,20240101
536,3921,41.541,3.851,20240101
537,3921,41.591,3.851,20240101
538,3420,41.641,3.851,20240101
539,3643,41.691,3.851,20240101
540,3643,41.741,3.851,20240101
541,4861,41.791,3.851,20240101
542,4861,41.841,3.851,20240101
543,5541,41.891,3.851,20240101
544,5541,41.941,3.851,20240101
545,5116,41.991,3.851,20240101
546,5116,42.03,3.862,20240101
547,3148,37.365,3.925,20240101
548,3038,37.399,3.914,20240101
549,3038,37.443,3.902,20240101
550,2238,37.491,3.901,20240101
551,2238,37.541,3.901,20240101
552,2262,37.591,3.901,20240101
553,2321,37.641,3.901,20240101
554,2321,37.691,3.901,20240101
555,2282,37.741,3.901,20240101
556,2282,37.791,3.901,20240101
557,2563,37.841,3.901,20240101
558,2563,37.891,3.901,20240101
559,3018,37.941,3.901,20240101
560,3018,37.991,3.901,20240101
561,4112,38.041,3.901,20240101
562,4531,38.091,3.901,20240101
563,4531,38.141,3.901,20240101
564,5202,38.191,3.901,20240101
565,5202,38.241,3.901,20240101
566,6482,38.291,3.901,20240101
567,6482,38.341,3.901,20240101
568,5715,38.391,3.901,20240101
569,5715,38.441,3.901,20240101
570,5241,38.491,3.901,20240101
571,4928,38.541,3.901,20240101
572,4928,38.591,3.901,20240101
573,4767,38.641,3.901,20240101
574,4767,38.691,3.901,20240101
575,5902,38.741,3.901,20240101
576,5902,38.791,3.901,20240101
577,5990,38.841,3.901,20240101
578,5990,38.891,3.901,20240101
579,5861,38.941,3.901,20240101
580,5934,38.991,3.901,20240101
581,5934,39.041,3.901,20240101
582,6034,39.091,3.901,20240101
583,6034,39.141,3.901,20240101
584,6486,39.191,3.901,20240101
585,6486,39.241,3.901,20240101
586,6149,39.291,3.901,20240101
587,6149,39.341,3.901,20240101
588,5481,39.391,3.901,20240101
589,5352,39.441,3.901,20240101
590,5352,39.491,3.901,20240101
591,5573,39.541,3.901,20240101
592,5573,39.591,3.901,20240101
593,5368,39.641,3.901,20240101
594,5368,39.691,3.901,20240101
595,5397,39.741,3.901,20240101
596,5397,39.791,3.901,20240101
597,5408,39.841,3.901,20240101
598,5261,39.891,3.901,20240101
599,5261,39.941,3.901,20240101
600,5180,39.991,3.901,20240101
601,5180,40.041,3.901,20240101
602,5432,40.091,3.901,20240101
603,5432,40.141,3.901,20240101
604,5642,40.191,3.901,20240101
605,5642,40.241,3.901,20240101
606,4681,40.291,3.901,20240101
607,4836,40.339,3.907,20240101
608,4836,40.387,3.916,20240101
609,4580,40.425,3.923,20240101
610,4173,40.95,3.908,20240101
611,4071,40.991,3.901,20240101
612,4071,41.041,3.901,20240101
613,3788,41.091,3.901,20240101
614,3788,41.141,3.901,20240101
615,3728,41.191,3.901,20240101
616,3750,41.241,3.901,20240101
617,3750,41.291,3.901,20240101
618,3198,41.341,3.901,20240101
619,3198,41.391,3.901,20240101
620,3380,41.441,3.901,20240101
621,3380,41.491,3.901,20240101
622,3921,41.541,3.901,20240101
623,3921,41.591,3.901,20240101
624,3420,41.641,3.901,20240101
625,3643,41.691,3.901,20240101
626,3643,41.741,3.901,20240101
627,4861,41.791,3.901,20240101
628,4861,41.841,3.901,20240101
629,5541,41.891,3.901,20240101
630,5541,41.941,3.901,20240101
631,5116,41.991,3.901,20240101
632,5116,42.041,3.901,20240101
633,4113,42.078,3.911,20240101
634,2834,37.306,3.969,20240101
635,2834,37.345,3.957,20240101
636,3148,37.391,3.951,20240101
637,3148,37.441,3.951,20240101
638,3067,37.491,3.951,20240101
639,3067,37.541,3.951,20240101
640,3497,37.591,3.951,20240101
641,3427,37.641,3.951,20240101
642,3427,37.691,3.951,20240101
643,2611,37.741,3.951,20240101
644,2611,37.791,3.951,20240101
645,2772,37.841,3.951,20240101
646,2772,37.891,3.951,20240101
647,3427,37.941,3.951,20240101
648,3427,37.991,3.951,20240101
649,5063,38.041,3.951,20240101
650,5075,38.091,3.951,20240101
651,5075,38.141,3.951,20240101
652,5408,38.191,3.951,20240101
653,5408,38.241,3.951,20240101
654,5756,38.291,3.951,20240101
655,5756,38.341,3.951,20240101
656,5784,38.391,3.951,20240101
657,5784,38.441,3.951,20240101
658,5153,38.491,3.951,20240101
659,5163,38.541,3.951,20240101
660,5163,38.591,3.951,20240101
661,4366,38.641,3.951,20240101
662,4366,38.691,3.951,20240101
663,4583,38.741,3.951,20240101
664,4583,38.791,3.951,20240101
665,5208,38.841,3.951,20240101
666,5208,38.891,3.951,20240101
667,5665,38.941,3.951,20240101
668,5580,38.991,3.951,20240101
669,5580,39.041,3.951,20240101
670,6201,39.091,3.951,20240101
671,6201,39.141,3.951,20240101
672,6291,39.191,3.951,20240101
673,6291,39.241,3.951,20240101
674,5959,39.291,3.951,20240101
675,5959,39.341,3.951,20240101
676,6061,39.391,3.951,20240101
677,5394,39.441,3.951,20240101
678,5394,39.491,3.951,20240101
679,5476,39.541,3.951,20240101
680,5476,39.591,3.951,20240101
681,5163,39.641,3.951,20240101
682,5163,39.691,3.951,20240101
683,5421,39.741,3.951,20240101
684,5421,39.791,3.951,20240101
685,5571,39.841,3.951,20240101
686,5570,39.891,3.951,20240101
687,5570,39.941,3.951,20240101
688,5447,39.991,3.951,20240101
689,5447,40.041,3.951,20240101
690,5474,40.091,3.951,20240101
691,5474,40.141,3.951,20240101
692,5137,40.191,3.951,20240101
693,5137,40.241,3.951,20240101
694,4566,40.291,3.951,20240101
695,4580,40.341,3.951,20240101
696,4580,40.391,3.951,20240101
697,4949,40.44,3.952,20240101
698,4949,40.485,3.962,20240101
699,4949,40.517,3.974,20240101
700,4017,40.865,3.975,20240101
701,4046,40.899,3.96,20240101
702,4046,40.941,3.951,20240101
703,3814,40.991,3.951,20240101
704,3814,41.041,3.951,20240101
705,3681,41.091,3.951,20240101
706,3681,41.141,3.951,20240101
707,3843,41.191,3.951,20240101
708,3826,41.241,3.951,20240101
709,3826,41.291,3.951,20240101
710,3728,41.341,3.951,20240101
711,3728,41.391,3.951,20240101
712,3404,41.441,3.951,20240101
713,3404,41.491,3.951,20240101
714,3429,41.541,3.951,20240101
715,3429,41.591,3.951,20240101
716,4392,41.641,3.951,20240101
717,4392,41.691,3.951,20240101
718,3752,41.741,3.951,20240101
719,4056,41.791,3.951,20240101
720,4056,41.841,3.951,20240101
721,3899,41.891,3.951,20240101
722,3899,41.941,3.951,20240101
723,3759,41.991,3.951,20240101
724,3759,42.041,3.951,20240101
725,3737,42.089,3.953,20240101
726,3737,42.124,3.969,20240101
727,1788,37.214,4.024,20240101
728,1788,37.248,4.013,20240101
729,2834,37.292,4.002,20240101
730,2834,37.341,4.001,20240101
731,3148,37.391,4.001,20240101
732,3148,37.441,4.001,20240101
733,3067,37.491,4.001,20240101
734,3067,37.541,4.001,20240101
735,3497,37.591,4.001,20240101
736,3427,37.641,4.001,20240101
737,3427,37.691,4.001,20240101
738,2611,37.741,4.001,20240101
739,2611,37.791,4.001,20240101
740,2772,37.841,4.001,20240101
741,2772,37.891,4.001,20240101
742,3427,37.941,4.001,20240101
743,3427,37.991,4.001,20240101
744,5063,38.041,4.001,20240101
745,5075,38.091,4.001,20240101
746,5075,38.141,4.001,20240101
747,5408,38.191,4.001,20240101
748,5408,38.241,4.001,20240101
749,5756,38.291,4.001,20240101
750,5756,38.341,4.001,20240101
751,5784,38.391,4.001,20240101
752,5784,38.441,4.001,20240101
753,5153,38.491,4.001,20240101
754,5163,38.541,4.001,20240101
755,5163,38.591,4.001,20240101
756,4366,38.641,4.001,20240101
757,4366,38.691,4.001,20240101
758,4583,38.741,4.001,20240101
759,4583,38.791,4.001,20240101
760,5208,38.841,4.001,20240101
761,5208,38.891,4.001,20240101
762,5665,38.941,4.001,20240101
763,5580,38.991,4.001,20240101
764,5580,39.041,4.001,20240101
765,6201,39.091,4.001,20240101
766,6201,39.141,4.001,20240101
767,6291,39.191,4.001,20240101
768,6291,39.241,4.001,20240101
769,5959,39.291,4.001,20240101
770,5959,39.341,4.001,20240101
771,6061,39.391,4.001,20240101
772,5394,39.441,4.001,20240101
773,5394,39.491,4.001,20240101
774,5476,39.541,4.001,20240101
775,5476,39.591,4.001,20240101
776,5163,39.641,4.001,20240101
777,5163,39.691,4.001,20240101
778,5421,39.741,4.001,20240101
779,5421,39.791,4.001,20240101
780,5571,39.841,4.001,20240101
781,5571,39.891,4.001,20240101
782,5570,39.941,4.001,20240101
783,5447,39.991,4.001,20240101
784,5447,40.041,4.001,20240101
785,5474,40.091,4.001,20240101
786,5474,40.141,4.001,20240101
787,5137,40.191,4.001,20240101
788,5137,40.241,4.001,20240101
789,4566,40.291,4.001,20240101
790,4566,40.341,4.001,20240101
791,4580,40.391,4.001,20240101
792,4949,40.441,4.001,20240101
793,4949,40.491,4.001,20240101
794,4708,40.539,4.005,20240101
795,4973,40.587,4.014,20240101
796,5122,40.627,4.022,20240101
797,4461,40.803,4.016,20240101
798,4017,40.843,4.005,20240101
799,4046,40.891,4.001,20240101
800,4046,40.941,4.001,20240101
801,3814,40.991,4.001,20240101
802,3814,41.041,4.001,20240101
803,3681,41.091,4.001,20240101
804,3681,41.141,4.001,20240101
805,3843,41.191,4.001,20240101
806,3843,41.241,4.001,20240101
807,3826,41.291,4.001,20240101
808,3728,41.341,4.001,20240101
809,3728,41.391,4.001,20240101
810,3404,41.441,4.001,20240101
811,3404,41.491,4.001,20240101
812,3429,41.541,4.001,20240101
813,3429,41.591,4.001,20240101
814,4392,41.641,4.001,20240101
815,4392,41.691,4.001,20240101
816,3752,41.741,4.001,20240101
817,4056,41.791,4.001,20240101
818,4056,41.841,4.001,20240101
819,3899,41.891,4.001,20240101
820,3899,41.941,4.001,20240101
