date,X,Y,precipitation_sum
20240727,42.541,5.701,0.0
20240812,42.541,5.701,1.0
20240727,42.591,5.701,0.0
20240812,42.591,5.701,0.6
20240727,42.641,5.701,0.0
20240812,42.641,5.701,0.6
20240727,42.691,5.701,0.0
20240812,42.691,5.701,1.2
20240727,42.741,5.701,0.0
20240812,42.741,5.701,0.7
20240727,42.791,5.701,0.0
20240812,42.791,5.701,0.7
20240727,42.841,5.701,0.0
20240812,42.841,5.701,0.7
20240727,42.891,5.701,0.0
20240812,42.891,5.701,0.8
20240727,42.941,5.701,0.0
20240812,42.941,5.701,0.9
20240727,42.991,5.701,0.0
20240812,42.991,5.701,1.0
20240727,43.041,5.701,0.0
20240812,43.041,5.701,1.2
20240727,43.091,5.701,0.0
20240812,43.091,5.701,1.2
20240727,43.141,5.701,0.0
20240812,43.141,5.701,1.0
20240727,43.191,5.701,0.0
20240812,43.191,5.701,0.9
20240727,43.241,5.701,0.0
20240812,43.241,5.701,0.8
20240727,43.291,5.701,0.0
20240812,43.291,5.701,0.8
20240727,43.341,5.701,0.0
20240812,43.341,5.701,0.9
20240727,43.391,5.701,0.0
20240812,43.391,5.701,0.9
20240727,43.441,5.701,0.0
20240812,43.441,5.701,0.9
20240727,43.491,5.701,0.0
20240812,43.491,5.701,0.8
20240727,43.541,5.701,0.0
20240812,43.541,5.701,0.8
20240727,43.591,5.701,0.0
20240812,43.591,5.701,0.8
20240727,43.641,5.701,0.0
20240812,43.641,5.701,0.0
20240727,43.691,5.701,0.0
20240812,43.691,5.701,0.0
20240727,43.741,5.701,0.0
20240812,43.741,5.701,0.0
20240727,43.791,5.701,0.0
20240812,43.791,5.701,0.0
20240727,43.841,5.701,0.0
20240812,43.841,5.701,0.0
20240727,43.891,5.701,0.0
20240812,43.891,5.701,0.0
20240727,43.941,5.701,0.0
20240812,43.941,5.701,0.0
20240727,43.991,5.701,0.0
20240812,43.991,5.701,0.0
20240727,44.041,5.701,0.0
20240812,44.041,5.701,0.0
20240727,44.091,5.701,0.0
20240812,44.091,5.701,0.0
20240727,44.141,5.701,0.0
20240812,44.141,5.701,0.0
20240727,44.191,5.701,0.0
20240812,44.191,5.701,0.0
20240727,44.241,5.701,0.0
20240812,44.241,5.701,0.0
20240727,44.291,5.701,0.0
20240812,44.291,5.701,0.0
20240727,44.341,5.701,0.0
20240812,44.341,5.701,0.0
20240727,44.391,5.701,0.0
20240812,44.391,5.701,0.0
20240727,44.441,5.701,0.0
20240812,44.441,5.701,0.0
20240727,44.491,5.701,0.0
20240812,44.491,5.701,0.0
20240727,44.541,5.701,0.0
20240812,44.541,5.701,0.0
20240727,44.591,5.701,0.0
20240812,44.591,5.701,0.0
20240727,44.641,5.701,0.0
20240812,44.641,5.701,0.0
20240727,44.691,5.701,0.0
20240812,44.691,5.701,0.0
20240727,44.741,5.701,0.0
20240812,44.741,5.701,0.0
20240727,44.791,5.701,0.0
20240812,44.791,5.701,0.0
20240727,44.841,5.701,0.0
20240812,44.841,5.701,0.0
20240727,44.891,5.701,0.0
20240812,44.891,5.701,0.0
20240727,44.941,5.701,0.0
20240812,44.941,5.701,0.0
20240727,44.991,5.701,0.0
20240812,44.991,5.701,0.0
20240727,45.041,5.701,0.0
20240812,45.041,5.701,0.0
20240727,45.091,5.701,0.0
20240812,45.091,5.701,0.0
20240727,45.141,5.701,0.0
20240812,45.141,5.701,0.0
20240727,45.191,5.701,0.0
20240812,45.191,5.701,0.0
20240727,45.241,5.701,0.0
20240812,45.241,5.701,0.0
20240727,45.291,5.701,0.0
20240812,45.291,5.701,0.0
20240727,45.341,5.701,0.0
20240812,45.341,5.701,0.0
20240727,45.391,5.701,0.0
20240812,45.391,5.701,0.0
20240727,45.441,5.701,0.0
20240812,45.441,5.701,0.0
20240727,45.491,5.701,0.0
20240812,45.491,5.701,0.0
20240727,45.541,5.701,0.0
20240812,45.541,5.701,0.0
20240727,45.591,5.701,0.0
20240812,45.591,5.701,0.0
20240727,45.641,5.701,0.0
20240812,45.641,5.701,0.0
20240727,45.691,5.701,0.0
20240812,45.691,5.701,0.0
20240727,45.741,5.701,0.0
20240812,45.741,5.701,0.0
20240727,45.791,5.701,0.0
20240812,45.791,5.701,0.0
20240727,45.841,5.701,0.6
20240812,45.841,5.701,0.0
20240727,45.89,5.701,0.0
20240812,45.89,5.701,0.0
20240727,45.927,5.714,0.0
20240812,45.927,5.714,0.0
20240727,40.613,5.727,0.0
20240812,40.613,5.727,12.0
20240727,40.647,5.735,0.0
20240812,40.647,5.735,13.0
20240727,40.694,5.748,0.0
20240812,40.694,5.748,11.6
20240727,40.741,5.751,0.0
20240812,40.741,5.751,12.5
20240727,40.791,5.751,0.0
20240812,40.791,5.751,8.4
20240727,40.841,5.751,0.0
20240812,40.841,5.751,9.1
20240727,40.891,5.751,0.0
20240812,40.891,5.751,8.5
20240727,40.941,5.751,0.0
20240812,40.941,5.751,6.8
20240727,40.991,5.751,0.0
20240812,40.991,5.751,11.2
20240727,41.041,5.751,0.0
20240812,41.041,5.751,10.5
20240727,41.091,5.751,0.0
20240812,41.091,5.751,11.7
20240727,41.141,5.751,0.0
20240812,41.141,5.751,10.0
20240727,41.191,5.751,0.0
20240812,41.191,5.751,10.1
20240727,41.241,5.751,0.0
20240812,41.241,5.751,18.8
20240727,41.291,5.751,0.0
20240812,41.291,5.751,16.1
20240727,41.341,5.751,0.0
20240812,41.341,5.751,16.4
20240727,41.391,5.751,0.0
20240812,41.391,5.751,12.1
20240727,41.441,5.751,0.0
20240812,41.441,5.751,11.7
20240727,41.491,5.751,0.0
20240812,41.491,5.751,12.1
20240727,41.541,5.751,0.0
20240812,41.541,5.751,0.8
20240727,41.591,5.751,0.0
20240812,41.591,5.751,0.8
20240727,41.641,5.751,0.0
20240812,41.641,5.751,0.9
20240727,41.691,5.751,0.0
20240812,41.691,5.751,1.2
20240727,41.741,5.751,0.0
20240812,41.741,5.751,1.3
20240727,41.791,5.751,0.0
20240812,41.791,5.751,1.3
20240727,41.841,5.751,0.0
20240812,41.841,5.751,1.3
20240727,41.891,5.751,0.0
20240812,41.891,5.751,1.3
20240727,41.941,5.751,0.0
20240812,41.941,5.751,1.3
20240727,41.991,5.751,0.0
20240812,41.991,5.751,1.3
20240727,42.041,5.751,0.0
20240812,42.041,5.751,1.3
20240727,42.091,5.751,0.0
20240812,42.091,5.751,1.3
20240727,42.141,5.751,0.0
20240812,42.141,5.751,1.3
20240727,42.191,5.751,0.0
20240812,42.191,5.751,1.3
20240727,42.241,5.751,0.0
20240812,42.241,5.751,1.3
20240727,42.291,5.751,0.0
20240812,42.291,5.751,1.4
20240727,42.341,5.751,0.0
20240812,42.341,5.751,1.5
20240727,42.391,5.751,0.0
20240812,42.391,5.751,1.7
20240727,42.441,5.751,0.0
20240812,42.441,5.751,1.7
20240727,42.491,5.751,0.0
20240812,42.491,5.751,1.5
20240727,42.541,5.751,0.0
20240812,42.541,5.751,1.3
20240727,42.591,5.751,0.0
20240812,42.591,5.751,0.6
20240727,42.641,5.751,0.0
20240812,42.641,5.751,0.6
20240727,42.691,5.751,0.0
20240812,42.691,5.751,1.1
20240727,42.741,5.751,0.0
20240812,42.741,5.751,0.7
20240727,42.791,5.751,0.0
20240812,42.791,5.751,0.7
20240727,42.841,5.751,0.0
20240812,42.841,5.751,0.8
20240727,42.891,5.751,0.0
20240812,42.891,5.751,0.8
20240727,42.941,5.751,0.0
20240812,42.941,5.751,0.8
20240727,42.991,5.751,0.0
20240812,42.991,5.751,0.8
20240727,43.041,5.751,0.0
20240812,43.041,5.751,1.0
20240727,43.091,5.751,0.0
20240812,43.091,5.751,1.1
20240727,43.141,5.751,0.0
20240812,43.141,5.751,1.1
20240727,43.191,5.751,0.0
20240812,43.191,5.751,0.9
20240727,43.241,5.751,0.0
20240812,43.241,5.751,0.9
20240727,43.291,5.751,0.0
20240812,43.291,5.751,0.9
20240727,43.341,5.751,0.0
20240812,43.341,5.751,1.0
20240727,43.391,5.751,0.0
20240812,43.391,5.751,0.9
20240727,43.441,5.751,0.0
20240812,43.441,5.751,0.9
20240727,43.491,5.751,0.0
20240812,43.491,5.751,0.9
20240727,43.541,5.751,0.0
20240812,43.541,5.751,0.8
20240727,43.591,5.751,0.0
20240812,43.591,5.751,0.8
20240727,43.641,5.751,0.0
20240812,43.641,5.751,0.6
20240727,43.691,5.751,0.0
20240812,43.691,5.751,0.0
20240727,43.741,5.751,0.0
20240812,43.741,5.751,0.0
20240727,43.791,5.751,0.0
20240812,43.791,5.751,0.0
20240727,43.841,5.751,0.0
20240812,43.841,5.751,0.0
20240727,43.891,5.751,0.0
20240812,43.891,5.751,0.0
20240727,43.941,5.751,0.0
20240812,43.941,5.751,0.0
20240727,43.991,5.751,0.0
20240812,43.991,5.751,0.0
20240727,44.041,5.751,0.0
20240812,44.041,5.751,0.0
20240727,44.091,5.751,0.0
20240812,44.091,5.751,0.0
20240727,44.141,5.751,0.0
20240812,44.141,5.751,0.0
20240727,44.191,5.751,0.0
20240812,44.191,5.751,0.0
20240727,44.241,5.751,0.0
20240812,44.241,5.751,0.0
20240727,44.291,5.751,0.0
20240812,44.291,5.751,0.0
20240727,44.341,5.751,0.0
20240812,44.341,5.751,0.0
20240727,44.391,5.751,0.0
20240812,44.391,5.751,0.0
20240727,44.441,5.751,0.0
20240812,44.441,5.751,0.0
20240727,44.491,5.751,0.0
20240812,44.491,5.751,0.0
20240727,44.541,5.751,0.0
20240812,44.541,5.751,0.0
20240727,44.591,5.751,0.0
20240812,44.591,5.751,0.0
20240727,44.641,5.751,0.0
20240812,44.641,5.751,0.0
20240727,44.691,5.751,0.0
20240812,44.691,5.751,0.0
20240727,44.741,5.751,0.0
20240812,44.741,5.751,0.0
20240727,44.791,5.751,0.0
20240812,44.791,5.751,0.0
20240727,44.841,5.751,0.0
20240812,44.841,5.751,0.0
20240727,44.891,5.751,0.0
20240812,44.891,5.751,0.0
20240727,44.941,5.751,0.0
20240812,44.941,5.751,0.0
20240727,44.991,5.751,0.0
20240812,44.991,5.751,0.0
20240727,45.041,5.751,0.0
20240812,45.041,5.751,0.0
20240727,45.091,5.751,0.0
20240812,45.091,5.751,0.0
20240727,45.141,5.751,0.0
20240812,45.141,5.751,0.0
20240727,45.191,5.751,0.0
20240812,45.191,5.751,0.0
20240727,45.241,5.751,0.0
20240812,45.241,5.751,0.0
20240727,45.291,5.751,0.0
20240812,45.291,5.751,0.0
20240727,45.341,5.751,0.0
20240812,45.341,5.751,0.0
20240727,45.391,5.751,0.0
20240812,45.391,5.751,0.0
20240727,45.441,5.751,0.0
20240812,45.441,5.751,0.0
20240727,45.491,5.751,0.0
20240812,45.491,5.751,0.0
20240727,45.541,5.751,0.0
20240812,45.541,5.751,0.0
20240727,45.591,5.751,0.0
20240812,45.591,5.751,0.0
20240727,45.641,5.751,0.0
20240812,45.641,5.751,0.0
20240727,45.691,5.751,0.0
20240812,45.691,5.751,0.0
20240727,45.741,5.751,0.0
20240812,45.741,5.751,0.0
20240727,45.791,5.751,0.0
20240812,45.791,5.751,0.0
20240727,45.841,5.751,0.0
20240812,45.841,5.751,0.0
20240727,45.891,5.751,0.0
20240812,45.891,5.751,0.0
20240727,45.94,5.752,0.0
20240812,45.94,5.752,0.0
20240727,45.976,5.765,0.5
20240812,45.976,5.765,0.0
20240727,40.706,5.801,0.0
20240812,40.706,5.801,7.1
20240727,40.741,5.801,0.0
20240812,40.741,5.801,7.2
20240727,40.791,5.801,0.0
20240812,40.791,5.801,9.7
20240727,40.841,5.801,0.0
20240812,40.841,5.801,8.7
20240727,40.891,5.801,0.0
20240812,40.891,5.801,8.0
20240727,40.941,5.801,0.0
20240812,40.941,5.801,7.1
20240727,40.991,5.801,0.0
20240812,40.991,5.801,7.7
20240727,41.041,5.801,0.0
20240812,41.041,5.801,7.6
20240727,41.091,5.801,0.0
20240812,41.091,5.801,10.6
20240727,41.141,5.801,0.0
20240812,41.141,5.801,10.5
20240727,41.191,5.801,0.0
20240812,41.191,5.801,11.9
20240727,41.241,5.801,0.0
20240812,41.241,5.801,10.3
20240727,41.291,5.801,0.0
20240812,41.291,5.801,10.9
20240727,41.341,5.801,0.0
20240812,41.341,5.801,13.799999
20240727,41.391,5.801,0.0
20240812,41.391,5.801,9.9
20240727,41.441,5.801,0.0
20240812,41.441,5.801,11.5
20240727,41.491,5.801,0.0
20240812,41.491,5.801,0.9
20240727,41.541,5.801,0.0
20240812,41.541,5.801,2.1
20240727,41.591,5.801,0.0
20240812,41.591,5.801,2.1
20240727,41.641,5.801,0.0
20240812,41.641,5.801,1.0
20240727,41.691,5.801,0.0
20240812,41.691,5.801,1.1
20240727,41.741,5.801,0.0
20240812,41.741,5.801,1.2
20240727,41.791,5.801,0.0
20240812,41.791,5.801,1.3
20240727,41.841,5.801,0.0
20240812,41.841,5.801,1.3
20240727,41.891,5.801,0.0
20240812,41.891,5.801,1.3
20240727,41.941,5.801,0.0
20240812,41.941,5.801,1.2
20240727,41.991,5.801,0.0
20240812,41.991,5.801,1.6
20240727,42.041,5.801,0.0
20240812,42.041,5.801,24.5
20240727,42.091,5.801,0.0
20240812,42.091,5.801,1.3
20240727,42.141,5.801,0.0
20240812,42.141,5.801,1.2
20240727,42.191,5.801,0.0
20240812,42.191,5.801,1.2
20240727,42.241,5.801,0.0
20240812,42.241,5.801,1.3
20240727,42.291,5.801,0.0
20240812,42.291,5.801,1.4
20240727,42.341,5.801,0.0
20240812,42.341,5.801,1.3
20240727,42.391,5.801,0.0
20240812,42.391,5.801,1.3
20240727,42.441,5.801,0.0
20240812,42.441,5.801,1.7
20240727,42.491,5.801,0.0
20240812,42.491,5.801,1.8
20240727,42.541,5.801,0.0
20240812,42.541,5.801,1.5
20240727,42.591,5.801,0.0
20240812,42.591,5.801,0.9
20240727,42.641,5.801,0.0
20240812,42.641,5.801,0.7
20240727,42.691,5.801,0.0
20240812,42.691,5.801,0.7
20240727,42.741,5.801,0.0
20240812,42.741,5.801,0.8
20240727,42.791,5.801,0.0
20240812,42.791,5.801,0.7
20240727,42.841,5.801,0.0
20240812,42.841,5.801,0.7
20240727,42.891,5.801,0.0
20240812,42.891,5.801,0.7
20240727,42.941,5.801,0.0
20240812,42.941,5.801,0.7
20240727,42.991,5.801,0.0
20240812,42.991,5.801,0.7
20240727,43.041,5.801,0.0
20240812,43.041,5.801,0.8
20240727,43.091,5.801,0.0
20240812,43.091,5.801,0.8
20240727,43.141,5.801,0.0
20240812,43.141,5.801,1.0
20240727,43.191,5.801,0.0
20240812,43.191,5.801,0.9
20240727,43.241,5.801,0.0
20240812,43.241,5.801,1.0
20240727,43.291,5.801,0.0
20240812,43.291,5.801,1.0
20240727,43.341,5.801,0.0
20240812,43.341,5.801,0.9
20240727,43.391,5.801,0.0
20240812,43.391,5.801,0.9
20240727,43.441,5.801,0.0
20240812,43.441,5.801,0.9
20240727,43.491,5.801,0.0
20240812,43.491,5.801,0.8
20240727,43.541,5.801,0.0
20240812,43.541,5.801,0.7
20240727,43.591,5.801,0.0
20240812,43.591,5.801,0.8
20240727,43.641,5.801,0.0
20240812,43.641,5.801,0.8
20240727,43.691,5.801,0.0
20240812,43.691,5.801,0.7
20240727,43.741,5.801,0.0
20240812,43.741,5.801,0.0
20240727,43.791,5.801,0.0
20240812,43.791,5.801,0.0
20240727,43.841,5.801,0.0
20240812,43.841,5.801,0.0
20240727,43.891,5.801,0.0
20240812,43.891,5.801,0.0
20240727,43.941,5.801,0.0
20240812,43.941,5.801,0.0
20240727,43.991,5.801,0.0
20240812,43.991,5.801,0.0
20240727,44.041,5.801,0.0
20240812,44.041,5.801,0.0
20240727,44.091,5.801,0.0
20240812,44.091,5.801,0.0
20240727,44.141,5.801,0.0
20240812,44.141,5.801,0.0
20240727,44.191,5.801,0.0
20240812,44.191,5.801,0.0
20240727,44.241,5.801,0.0
20240812,44.241,5.801,0.0
20240727,44.291,5.801,0.0
20240812,44.291,5.801,0.0
20240727,44.341,5.801,0.0
20240812,44.341,5.801,0.0
20240727,44.391,5.801,0.0
20240812,44.391,5.801,0.0
20240727,44.441,5.801,0.0
20240812,44.441,5.801,0.0
20240727,44.491,5.801,0.0
20240812,44.491,5.801,0.0
20240727,44.541,5.801,0.0
20240812,44.541,5.801,0.0
20240727,44.591,5.801,0.0
20240812,44.591,5.801,0.0
20240727,44.641,5.801,0.0
20240812,44.641,5.801,0.0
20240727,44.691,5.801,0.0
20240812,44.691,5.801,0.0
20240727,44.741,5.801,0.0
20240812,44.741,5.801,0.0
20240727,44.791,5.801,0.0
20240812,44.791,5.801,0.0
20240727,44.841,5.801,0.0
20240812,44.841,5.801,0.0
20240727,44.891,5.801,0.0
20240812,44.891,5.801,0.0
20240727,44.941,5.801,0.0
20240812,44.941,5.801,0.0
20240727,44.991,5.801,0.0
20240812,44.991,5.801,0.0
20240727,45.041,5.801,0.0
20240812,45.041,5.801,0.0
20240727,45.091,5.801,0.0
20240812,45.091,5.801,0.0
20240727,45.141,5.801,0.0
20240812,45.141,5.801,0.0
20240727,45.191,5.801,0.0
20240812,45.191,5.801,0.0
20240727,45.241,5.801,0.0
20240812,45.241,5.801,0.0
20240727,45.291,5.801,0.0
20240812,45.291,5.801,0.0
20240727,45.341,5.801,0.0
20240812,45.341,5.801,0.0
20240727,45.391,5.801,0.0
20240812,45.391,5.801,0.0
20240727,45.441,5.801,0.0
20240812,45.441,5.801,0.0
20240727,45.491,5.801,0.0
20240812,45.491,5.801,0.0
20240727,45.541,5.801,0.0
20240812,45.541,5.801,0.0
20240727,45.591,5.801,0.0
20240812,45.591,5.801,0.0
20240727,45.641,5.801,0.0
20240812,45.641,5.801,0.0
20240727,45.691,5.801,0.0
20240812,45.691,5.801,0.0
20240727,45.741,5.801,0.0
20240812,45.741,5.801,0.0
20240727,45.791,5.801,0.0
20240812,45.791,5.801,0.0
20240727,45.841,5.801,0.0
20240812,45.841,5.801,0.0
20240727,45.891,5.801,0.0
20240812,45.891,5.801,0.0
20240727,45.941,5.801,0.0
20240812,45.941,5.801,0.0
20240727,45.989,5.803,0.0
20240812,45.989,5.803,0.0
20240727,46.025,5.816,0.5
20240812,46.025,5.816,0.0
20240727,40.706,5.851,0.0
20240812,40.706,5.851,7.0
20240727,40.741,5.851,0.0
20240812,40.741,5.851,7.4
20240727,40.791,5.851,0.0
20240812,40.791,5.851,11.7
20240727,40.841,5.851,0.0
20240812,40.841,5.851,8.3
20240727,40.891,5.851,0.0
20240812,40.891,5.851,7.8
20240727,40.941,5.851,0.0
20240812,40.941,5.851,6.1
20240727,40.991,5.851,0.0
20240812,40.991,5.851,7.4
20240727,41.041,5.851,0.0
20240812,41.041,5.851,8.2
20240727,41.091,5.851,0.0
20240812,41.091,5.851,9.3
20240727,41.141,5.851,0.0
20240812,41.141,5.851,9.3
20240727,41.191,5.851,0.0
20240812,41.191,5.851,11.0
20240727,41.241,5.851,0.0
20240812,41.241,5.851,11.5
20240727,41.291,5.851,0.0
20240812,41.291,5.851,9.0
20240727,41.341,5.851,0.0
20240812,41.341,5.851,11.9
20240727,41.391,5.851,0.0
20240812,41.391,5.851,0.9
20240727,41.441,5.851,0.0
20240812,41.441,5.851,1.0
20240727,41.491,5.851,0.0
20240812,41.491,5.851,1.0
20240727,41.541,5.851,0.0
20240812,41.541,5.851,2.4
20240727,41.591,5.851,0.0
20240812,41.591,5.851,2.4
20240727,41.641,5.851,0.0
20240812,41.641,5.851,0.9
20240727,41.691,5.851,0.0
20240812,41.691,5.851,1.0
20240727,41.741,5.851,0.0
20240812,41.741,5.851,1.2
20240727,41.791,5.851,0.0
20240812,41.791,5.851,1.3
20240727,41.841,5.851,0.0
20240812,41.841,5.851,1.3
20240727,41.891,5.851,0.0
20240812,41.891,5.851,1.4
20240727,41.941,5.851,0.0
20240812,41.941,5.851,1.3
20240727,41.991,5.851,0.0
20240812,41.991,5.851,1.5
20240727,42.041,5.851,0.0
20240812,42.041,5.851,1.3
20240727,42.091,5.851,0.0
20240812,42.091,5.851,1.3
20240727,42.141,5.851,0.0
20240812,42.141,5.851,1.4
20240727,42.191,5.851,0.0
20240812,42.191,5.851,1.3
20240727,42.241,5.851,0.0
20240812,42.241,5.851,1.3
20240727,42.291,5.851,0.0
20240812,42.291,5.851,1.4
20240727,42.341,5.851,0.0
20240812,42.341,5.851,1.4
20240727,42.391,5.851,0.0
20240812,42.391,5.851,1.4
20240727,42.441,5.851,0.0
20240812,42.441,5.851,1.7
20240727,42.491,5.851,0.0
20240812,42.491,5.851,1.8
20240727,42.541,5.851,0.0
20240812,42.541,5.851,1.5
20240727,42.591,5.851,0.0
20240812,42.591,5.851,1.0
20240727,42.641,5.851,0.0
20240812,42.641,5.851,1.0
20240727,42.691,5.851,0.0
20240812,42.691,5.851,0.7
20240727,42.741,5.851,0.0
20240812,42.741,5.851,0.7
20240727,42.791,5.851,0.0
20240812,42.791,5.851,0.7
20240727,42.841,5.851,0.0
20240812,42.841,5.851,0.7
20240727,42.891,5.851,0.0
20240812,42.891,5.851,0.7
20240727,42.941,5.851,0.0
20240812,42.941,5.851,0.7
20240727,42.991,5.851,0.0
20240812,42.991,5.851,0.7
20240727,43.041,5.851,0.0
20240812,43.041,5.851,0.8
20240727,43.091,5.851,0.0
20240812,43.091,5.851,0.8
20240727,43.141,5.851,0.0
20240812,43.141,5.851,0.9
20240727,43.191,5.851,0.0
20240812,43.191,5.851,0.9
20240727,43.241,5.851,0.0
20240812,43.241,5.851,0.9
20240727,43.291,5.851,0.0
20240812,43.291,5.851,0.9
20240727,43.341,5.851,0.0
20240812,43.341,5.851,0.9
20240727,43.391,5.851,0.0
20240812,43.391,5.851,0.9
20240727,43.441,5.851,0.0
20240812,43.441,5.851,0.9
20240727,43.491,5.851,0.0
20240812,43.491,5.851,0.9
20240727,43.541,5.851,0.0
20240812,43.541,5.851,0.7
20240727,43.591,5.851,0.0
20240812,43.591,5.851,0.8
20240727,43.641,5.851,0.0
20240812,43.641,5.851,0.8
20240727,43.691,5.851,0.0
20240812,43.691,5.851,0.8
20240727,43.741,5.851,0.0
20240812,43.741,5.851,0.6
20240727,43.791,5.851,0.0
20240812,43.791,5.851,0.0
20240727,43.841,5.851,0.0
20240812,43.841,5.851,0.0
20240727,43.891,5.851,0.0
20240812,43.891,5.851,0.0
20240727,43.941,5.851,0.0
20240812,43.941,5.851,0.0
20240727,43.991,5.851,0.0
20240812,43.991,5.851,0.0
20240727,44.041,5.851,0.0
20240812,44.041,5.851,0.0
20240727,44.091,5.851,0.0
20240812,44.091,5.851,0.0
20240727,44.141,5.851,0.0
20240812,44.141,5.851,0.0
20240727,44.191,5.851,0.0
20240812,44.191,5.851,0.0
20240727,44.241,5.851,0.0
20240812,44.241,5.851,0.0
20240727,44.291,5.851,0.0
20240812,44.291,5.851,0.0
20240727,44.341,5.851,0.0
20240812,44.341,5.851,0.0
20240727,44.391,5.851,0.0
20240812,44.391,5.851,0.0
20240727,44.441,5.851,0.0
20240812,44.441,5.851,0.0
20240727,44.491,5.851,0.0
20240812,44.491,5.851,0.0
20240727,44.541,5.851,0.0
20240812,44.541,5.851,0.0
20240727,44.591,5.851,0.0
20240812,44.591,5.851,0.0
20240727,44.641,5.851,0.0
20240812,44.641,5.851,0.0
20240727,44.691,5.851,0.0
20240812,44.691,5.851,0.0
20240727,44.741,5.851,0.0
20240812,44.741,5.851,0.0
20240727,44.791,5.851,0.0
20240812,44.791,5.851,0.0
20240727,44.841,5.851,0.0
20240812,44.841,5.851,0.0
20240727,44.891,5.851,0.0
20240812,44.891,5.851,0.0
20240727,44.941,5.851,0.0
20240812,44.941,5.851,0.0
20240727,44.991,5.851,0.0
20240812,44.991,5.851,0.0
20240727,45.041,5.851,0.0
20240812,45.041,5.851,0.0
20240727,45.091,5.851,0.0
20240812,45.091,5.851,0.0
20240727,45.141,5.851,0.0
20240812,45.141,5.851,0.0
20240727,45.191,5.851,0.0
20240812,45.191,5.851,0.0
20240727,45.241,5.851,0.0
20240812,45.241,5.851,0.0
20240727,45.291,5.851,0.0
20240812,45.291,5.851,0.0
20240727,45.341,5.851,0.0
20240812,45.341,5.851,0.0
20240727,45.391,5.851,0.0
20240812,45.391,5.851,0.0
20240727,45.441,5.851,0.0
20240812,45.441,5.851,0.0
20240727,45.491,5.851,0.0
20240812,45.491,5.851,0.0
20240727,45.541,5.851,0.0
20240812,45.541,5.851,0.0
20240727,45.591,5.851,0.0
20240812,45.591,5.851,0.0
20240727,45.641,5.851,0.0
20240812,45.641,5.851,0.0
20240727,45.691,5.851,0.0
20240812,45.691,5.851,0.0
20240727,45.741,5.851,0.0
20240812,45.741,5.851,0.0
20240727,45.791,5.851,0.0
20240812,45.791,5.851,0.0
20240727,45.841,5.851,0.0
20240812,45.841,5.851,0.0
20240727,45.891,5.851,0.0
20240812,45.891,5.851,0.0
20240727,45.941,5.851,0.0
20240812,45.941,5.851,0.0
20240727,45.991,5.851,0.0
20240812,45.991,5.851,0.0
20240727,46.039,5.853,0.0
20240812,46.039,5.853,0.0
20240727,46.073,5.868,0.5
20240812,46.073,5.868,0.0
20240727,40.706,5.901,0.0
20240812,40.706,5.901,7.1
20240727,40.741,5.901,0.0
20240812,40.741,5.901,8.0
20240727,40.791,5.901,0.0
20240812,40.791,5.901,9.1
20240727,40.841,5.901,0.0
20240812,40.841,5.901,8.1
20240727,40.891,5.901,0.0
20240812,40.891,5.901,6.0
20240727,40.941,5.901,0.0
20240812,40.941,5.901,6.8
20240727,40.991,5.901,0.0
20240812,40.991,5.901,7.7
20240727,41.041,5.901,0.0
20240812,41.041,5.901,9.9
20240727,41.091,5.901,0.0
20240812,41.091,5.901,8.4
20240727,41.141,5.901,0.0
20240812,41.141,5.901,7.3
20240727,41.191,5.901,0.0
20240812,41.191,5.901,10.4
20240727,41.241,5.901,0.0
20240812,41.241,5.901,8.5
20240727,41.291,5.901,0.0
20240812,41.291,5.901,8.8
20240727,41.341,5.901,0.0
20240812,41.341,5.901,0.9
20240727,41.391,5.901,0.0
20240812,41.391,5.901,1.0
20240727,41.441,5.901,0.0
20240812,41.441,5.901,1.0
20240727,41.491,5.901,0.0
20240812,41.491,5.901,1.5
20240727,41.541,5.901,0.0
20240812,41.541,5.901,2.5
20240727,41.591,5.901,0.0
20240812,41.591,5.901,1.0
20240727,41.641,5.901,0.0
20240812,41.641,5.901,0.9
20240727,41.691,5.901,0.0
20240812,41.691,5.901,1.0
20240727,41.741,5.901,0.0
20240812,41.741,5.901,1.3
20240727,41.791,5.901,0.0
20240812,41.791,5.901,1.3
20240727,41.841,5.901,0.0
20240812,41.841,5.901,1.3
20240727,41.891,5.901,0.0
20240812,41.891,5.901,1.3
20240727,41.941,5.901,0.0
20240812,41.941,5.901,1.5
20240727,41.991,5.901,0.0
20240812,41.991,5.901,2.1
20240727,42.041,5.901,0.0
20240812,42.041,5.901,1.4
20240727,42.091,5.901,0.0
20240812,42.091,5.901,1.4
20240727,42.141,5.901,0.0
20240812,42.141,5.901,1.4
20240727,42.191,5.901,0.0
20240812,42.191,5.901,1.4
20240727,42.241,5.901,0.0
20240812,42.241,5.901,1.3
20240727,42.291,5.901,0.0
20240812,42.291,5.901,1.4
20240727,42.341,5.901,0.0
20240812,42.341,5.901,1.4
20240727,42.391,5.901,0.0
20240812,42.391,5.901,1.4
20240727,42.441,5.901,0.0
20240812,42.441,5.901,1.1
20240727,42.491,5.901,0.0
20240812,42.491,5.901,1.5
20240727,42.541,5.901,0.0
20240812,42.541,5.901,1.5
20240727,42.591,5.901,0.0
20240812,42.591,5.901,1.2
20240727,42.641,5.901,0.0
20240812,42.641,5.901,1.2
20240727,42.691,5.901,0.0
20240812,42.691,5.901,0.9
20240727,42.741,5.901,0.0
20240812,42.741,5.901,0.7
