X,Y,date,sm_surface_mean
38.941,3.701,20260202,0.058822210878133774
38.991,3.701,20260202,0.07000232487916946
39.041,3.701,20260202,0.07000232487916946
39.091,3.701,20260202,0.07003653049468994
39.141,3.701,20260202,0.07003653049468994
39.191,3.701,20260202,0.06827973574399948
39.241,3.701,20260202,0.06827973574399948
39.291,3.701,20260202,0.06667552888393402
39.341,3.701,20260202,0.06667552888393402
39.391,3.701,20260202,0.06527044624090195
39.441,3.701,20260202,0.0628109872341156
39.491,3.701,20260202,0.0628109872341156
39.541,3.701,20260202,0.06412769109010696
39.591,3.701,20260202,0.06412769109010696
39.641,3.701,20260202,0.054629094898700714
39.691,3.701,20260202,0.054629094898700714
39.741,3.701,20260202,0.12474895268678665
39.791,3.701,20260202,0.12474895268678665
39.841,3.701,20260202,0.056557804346084595
39.891,3.701,20260202,0.1216844767332077
39.941,3.701,20260202,0.1216844767332077
39.978,3.705,20260202,0.1221623346209526
37.609,3.771,20260202,0.0605909563601017
37.646,3.759,20260202,0.06153000891208649
37.691,3.751,20260202,0.06153000891208649
37.741,3.751,20260202,0.07602458447217941
37.791,3.751,20260202,0.07602458447217941
37.841,3.751,20260202,0.06173129752278328
37.891,3.751,20260202,0.06173129752278328
37.941,3.751,20260202,0.06203990802168846
37.991,3.751,20260202,0.06203990802168846
38.041,3.751,20260202,0.06961716711521149
38.091,3.751,20260202,0.14807099103927612
38.141,3.751,20260202,0.14807099103927612
38.191,3.751,20260202,0.15281851589679718
38.241,3.751,20260202,0.15281851589679718
38.291,3.751,20260202,0.0671544000506401
38.341,3.751,20260202,0.0671544000506401
38.391,3.751,20260202,0.06022436544299126
38.441,3.751,20260202,0.06022436544299126
38.491,3.751,20260202,0.06022436544299126
38.541,3.751,20260202,0.06276431679725647
38.591,3.751,20260202,0.06276431679725647
38.641,3.751,20260202,0.059563785791397095
38.691,3.751,20260202,0.059563785791397095
38.741,3.751,20260202,0.07012210786342621
38.791,3.751,20260202,0.07012210786342621
38.841,3.751,20260202,0.05934075266122818
38.891,3.751,20260202,0.05934075266122818
38.941,3.751,20260202,0.058822210878133774
38.991,3.751,20260202,0.07000232487916946
39.041,3.751,20260202,0.07000232487916946
39.091,3.751,20260202,0.07003653049468994
39.141,3.751,20260202,0.07003653049468994
39.191,3.751,20260202,0.06827973574399948
39.241,3.751,20260202,0.06827973574399948
39.291,3.751,20260202,0.06667552888393402
39.341,3.751,20260202,0.06667552888393402
39.391,3.751,20260202,0.06527044624090195
39.441,3.751,20260202,0.0628109872341156
39.491,3.751,20260202,0.0628109872341156
39.541,3.751,20260202,0.06412769109010696
39.591,3.751,20260202,0.06412769109010696
39.641,3.751,20260202,0.054629094898700714
39.691,3.751,20260202,0.054629094898700714
39.741,3.751,20260202,0.12474895268678665
39.791,3.751,20260202,0.12474895268678665
39.841,3.751,20260202,0.056557804346084595
39.891,3.751,20260202,0.1216844767332077
39.941,3.751,20260202,0.1216844767332077
39.99,3.752,20260202,0.1221623346209526
40.038,3.762,20260202,0.1221623346209526
40.077,3.771,20260202,0.1221623346209526
41.111,3.774,20260202,0.09417440742254257
41.145,3.77,20260202,0.0575876459479332
41.192,3.767,20260202,0.0575876459479332
41.238,3.769,20260202,0.09269354492425919
41.294,3.769,20260202,0.09269354492425919
41.34,3.768,20260202,0.06636399030685425
41.39,3.771,20260202,0.06636399030685425
41.44,3.771,20260202,0.06493322551250458
41.485,3.774,20260202,0.05848231911659241
41.523,3.775,20260202,0.09499151259660721
41.764,3.775,20260202,0.06021114066243172
41.796,3.771,20260202,0.05844709649682045
41.839,3.77,20260202,0.05844709649682045
41.877,3.773,20260202,0.06268077343702316
37.55,3.815,20260202,0.06354544311761856
37.593,3.803,20260202,0.06354544311761856
37.641,3.801,20260202,0.06415871530771255
37.691,3.801,20260202,0.06415871530771255
37.741,3.801,20260202,0.06358473002910614
37.791,3.801,20260202,0.06358473002910614
37.841,3.801,20260202,0.06146083399653435
37.891,3.801,20260202,0.06146083399653435
37.941,3.801,20260202,0.06430176645517349
37.991,3.801,20260202,0.06430176645517349
38.041,3.801,20260202,0.06377445161342621
38.091,3.801,20260202,0.07144135236740112
38.141,3.801,20260202,0.07144135236740112
38.191,3.801,20260202,0.06752264499664307
38.241,3.801,20260202,0.06752264499664307
38.291,3.801,20260202,0.061759527772665024
38.341,3.801,20260202,0.061759527772665024
38.391,3.801,20260202,0.06371608376502991
38.441,3.801,20260202,0.06371608376502991
38.491,3.801,20260202,0.06371608376502991
38.541,3.801,20260202,0.06966929882764816
38.591,3.801,20260202,0.06966929882764816
38.641,3.801,20260202,0.06921929121017456
38.691,3.801,20260202,0.06921929121017456
38.741,3.801,20260202,0.05927717685699463
38.791,3.801,20260202,0.05927717685699463
38.841,3.801,20260202,0.1660824716091156
38.891,3.801,20260202,0.1660824716091156
38.941,3.801,20260202,0.06728702038526535
38.991,3.801,20260202,0.055709924548864365
39.041,3.801,20260202,0.055709924548864365
39.091,3.801,20260202,0.07012121379375458
39.141,3.801,20260202,0.07012121379375458
39.191,3.801,20260202,0.07065514475107193
39.241,3.801,20260202,0.07065514475107193
39.291,3.801,20260202,0.0709821954369545
39.341,3.801,20260202,0.0709821954369545
39.391,3.801,20260202,0.06783633679151535
39.441,3.801,20260202,0.06547758728265762
39.491,3.801,20260202,0.06547758728265762
39.541,3.801,20260202,0.05673912912607193
39.591,3.801,20260202,0.05673912912607193
39.641,3.801,20260202,0.056053757667541504
39.691,3.801,20260202,0.056053757667541504
39.741,3.801,20260202,0.056026164442300797
39.791,3.801,20260202,0.056026164442300797
39.841,3.801,20260202,0.06644028425216675
39.891,3.801,20260202,0.12321747839450836
39.941,3.801,20260202,0.12321747839450836
39.991,3.801,20260202,0.12599915266036987
40.041,3.801,20260202,0.12599915266036987
40.09,3.802,20260202,0.12599915266036987
40.137,3.811,20260202,0.12599915266036987
40.176,3.821,20260202,0.04724676534533501
41.05,3.816,20260202,0.06126704812049866
41.093,3.803,20260202,0.09417440742254257
41.141,3.801,20260202,0.09417440742254257
41.191,3.801,20260202,0.09303025156259537
41.241,3.801,20260202,0.05592799931764603
41.291,3.801,20260202,0.05592799931764603
41.341,3.801,20260202,0.09145427495241165
41.391,3.801,20260202,0.09145427495241165
41.441,3.801,20260202,0.05848231911659241
41.491,3.801,20260202,0.05848231911659241
41.54,3.802,20260202,0.09499151259660721
41.59,3.807,20260202,0.09499151259660721
41.642,3.804,20260202,0.06021114066243172
41.691,3.803,20260202,0.06021114066243172
41.742,3.804,20260202,0.06021114066243172
41.791,3.801,20260202,0.060650210827589035
41.841,3.801,20260202,0.060650210827589035
41.891,3.801,20260202,0.06268077343702316
41.938,3.809,20260202,0.06268077343702316
41.979,3.819,20260202,0.06107008457183838
37.457,3.87,20260202,0.06124314293265343
37.495,3.858,20260202,0.062241069972515106
37.541,3.851,20260202,0.062241069972515106
37.591,3.851,20260202,0.06354544311761856
37.641,3.851,20260202,0.06415871530771255
37.691,3.851,20260202,0.06415871530771255
37.741,3.851,20260202,0.06358473002910614
37.791,3.851,20260202,0.06358473002910614
37.841,3.851,20260202,0.06146083399653435
37.891,3.851,20260202,0.06146083399653435
37.941,3.851,20260202,0.06430176645517349
37.991,3.851,20260202,0.06430176645517349
38.041,3.851,20260202,0.06377445161342621
38.091,3.851,20260202,0.07144135236740112
38.141,3.851,20260202,0.07144135236740112
38.191,3.851,20260202,0.06752264499664307
38.241,3.851,20260202,0.06752264499664307
38.291,3.851,20260202,0.061759527772665024
38.341,3.851,20260202,0.061759527772665024
38.391,3.851,20260202,0.06371608376502991
38.441,3.851,20260202,0.06371608376502991
38.491,3.851,20260202,0.06371608376502991
38.541,3.851,20260202,0.06966929882764816
38.591,3.851,20260202,0.06966929882764816
38.641,3.851,20260202,0.06921929121017456
38.691,3.851,20260202,0.06921929121017456
38.741,3.851,20260202,0.05927717685699463
38.791,3.851,20260202,0.05927717685699463
38.841,3.851,20260202,0.1660824716091156
38.891,3.851,20260202,0.1660824716091156
38.941,3.851,20260202,0.06728702038526535
38.991,3.851,20260202,0.055709924548864365
39.041,3.851,20260202,0.055709924548864365
39.091,3.851,20260202,0.07012121379375458
39.141,3.851,20260202,0.07012121379375458
39.191,3.851,20260202,0.07065514475107193
39.241,3.851,20260202,0.07065514475107193
39.291,3.851,20260202,0.0709821954369545
39.341,3.851,20260202,0.0709821954369545
39.391,3.851,20260202,0.06783633679151535
39.441,3.851,20260202,0.06547758728265762
39.491,3.851,20260202,0.06547758728265762
39.541,3.851,20260202,0.05673912912607193
39.591,3.851,20260202,0.05673912912607193
39.641,3.851,20260202,0.056053757667541504
39.691,3.851,20260202,0.056053757667541504
39.741,3.851,20260202,0.056026164442300797
39.791,3.851,20260202,0.056026164442300797
39.841,3.851,20260202,0.06644028425216675
39.891,3.851,20260202,0.12321747839450836
39.941,3.851,20260202,0.12321747839450836
39.991,3.851,20260202,0.12599915266036987
40.041,3.851,20260202,0.12599915266036987
40.091,3.851,20260202,0.12599915266036987
40.141,3.851,20260202,0.12599915266036987
40.19,3.852,20260202,0.04724676534533501
40.237,3.862,20260202,0.04724676534533501
40.28,3.871,20260202,0.10931112617254257
40.965,3.874,20260202,0.08833664655685425
40.997,3.859,20260202,0.06126704812049866
41.041,3.851,20260202,0.06126704812049866
41.091,3.851,20260202,0.09417440742254257
41.141,3.851,20260202,0.09417440742254257
41.191,3.851,20260202,0.09303025156259537
41.241,3.851,20260202,0.05592799931764603
41.291,3.851,20260202,0.05592799931764603
41.341,3.851,20260202,0.09145427495241165
41.391,3.851,20260202,0.09145427495241165
41.441,3.851,20260202,0.05848231911659241
41.491,3.851,20260202,0.05848231911659241
41.541,3.851,20260202,0.09499151259660721
41.591,3.851,20260202,0.09499151259660721
41.641,3.851,20260202,0.06021114066243172
41.691,3.851,20260202,0.06021114066243172
41.741,3.851,20260202,0.06021114066243172
41.791,3.851,20260202,0.060650210827589035
41.841,3.851,20260202,0.060650210827589035
41.891,3.851,20260202,0.06268077343702316
41.941,3.851,20260202,0.06268077343702316
41.991,3.851,20260202,0.06107008457183838
42.03,3.862,20260202,0.06107008457183838
37.365,3.925,20260202,0.05980970710515976
37.399,3.914,20260202,0.06124314293265343
37.443,3.902,20260202,0.06124314293265343
37.491,3.901,20260202,0.06263677775859833
37.541,3.901,20260202,0.06263677775859833
37.591,3.901,20260202,0.06452187895774841
37.641,3.901,20260202,0.06478903442621231
37.691,3.901,20260202,0.06478903442621231
37.741,3.901,20260202,0.06552094221115112
37.791,3.901,20260202,0.06552094221115112
37.841,3.901,20260202,0.06472545117139816
37.891,3.901,20260202,0.06472545117139816
37.941,3.901,20260202,0.06817267090082169
37.991,3.901,20260202,0.06817267090082169
38.041,3.901,20260202,0.06558922678232193
38.091,3.901,20260202,0.08107651770114899
38.141,3.901,20260202,0.08107651770114899
38.191,3.901,20260202,0.06365085393190384
38.241,3.901,20260202,0.06365085393190384
38.291,3.901,20260202,0.06554103642702103
38.341,3.901,20260202,0.06554103642702103
38.391,3.901,20260202,0.06342718750238419
38.441,3.901,20260202,0.06342718750238419
38.491,3.901,20260202,0.06342718750238419
38.541,3.901,20260202,0.07194756716489792
38.591,3.901,20260202,0.07194756716489792
38.641,3.901,20260202,0.06155569478869438
38.691,3.901,20260202,0.06155569478869438
38.741,3.901,20260202,0.07084295898675919
38.791,3.901,20260202,0.07084295898675919
38.841,3.901,20260202,0.06908590346574783
38.891,3.901,20260202,0.06908590346574783
38.941,3.901,20260202,0.06759677827358246
38.991,3.901,20260202,0.057527121156454086
39.041,3.901,20260202,0.057527121156454086
39.091,3.901,20260202,0.06880755722522736
39.141,3.901,20260202,0.06880755722522736
39.191,3.901,20260202,0.07127274572849274
39.241,3.901,20260202,0.07127274572849274
39.291,3.901,20260202,0.07267095893621445
39.341,3.901,20260202,0.07267095893621445
39.391,3.901,20260202,0.07139024138450623
39.441,3.901,20260202,0.06655752658843994
39.491,3.901,20260202,0.06655752658843994
39.541,3.901,20260202,0.05564316734671593
39.591,3.901,20260202,0.05564316734671593
39.641,3.901,20260202,0.056414373219013214
39.691,3.901,20260202,0.056414373219013214
39.741,3.901,20260202,0.05463952198624611
39.791,3.901,20260202,0.05463952198624611
39.841,3.901,20260202,0.054591964930295944
39.891,3.901,20260202,0.04557529091835022
39.941,3.901,20260202,0.04557529091835022
39.991,3.901,20260202,0.13021515309810638
40.041,3.901,20260202,0.13021515309810638
40.091,3.901,20260202,0.13021515309810638
40.141,3.901,20260202,0.13021515309810638
40.191,3.901,20260202,0.047649089246988297
40.241,3.901,20260202,0.047649089246988297
40.291,3.901,20260202,0.10931112617254257
40.339,3.907,20260202,0.0551459863781929
40.387,3.916,20260202,0.0551459863781929
40.425,3.923,20260202,0.05454644188284874
40.95,3.908,20260202,0.08884934335947037
40.991,3.901,20260202,0.08833664655685425
41.041,3.901,20260202,0.08833664655685425
41.091,3.901,20260202,0.09110179543495178
41.141,3.901,20260202,0.09110179543495178
41.191,3.901,20260202,0.029774243012070656
41.241,3.901,20260202,0.09661199897527695
41.291,3.901,20260202,0.09661199897527695
41.341,3.901,20260202,0.057948388159275055
41.391,3.901,20260202,0.057948388159275055
41.441,3.901,20260202,0.09641287475824356
41.491,3.901,20260202,0.09641287475824356
41.541,3.901,20260202,0.029013782739639282
41.591,3.901,20260202,0.029013782739639282
41.641,3.901,20260202,0.09656215459108353
41.691,3.901,20260202,0.09656215459108353
41.741,3.901,20260202,0.09656215459108353
41.791,3.901,20260202,0.029200639575719833
41.841,3.901,20260202,0.029200639575719833
41.891,3.901,20260202,0.06624001264572144
41.941,3.901,20260202,0.06624001264572144
41.991,3.901,20260202,0.06459231674671173
42.041,3.901,20260202,0.06459231674671173
42.078,3.911,20260202,0.06154043599963188
37.306,3.969,20260202,0.04955732822418213
37.345,3.957,20260202,0.04955732822418213
37.391,3.951,20260202,0.06124314293265343
37.441,3.951,20260202,0.06124314293265343
37.491,3.951,20260202,0.06263677775859833
37.541,3.951,20260202,0.06263677775859833
37.591,3.951,20260202,0.06452187895774841
37.641,3.951,20260202,0.06478903442621231
37.691,3.951,20260202,0.06478903442621231
37.741,3.951,20260202,0.06552094221115112
37.791,3.951,20260202,0.06552094221115112
37.841,3.951,20260202,0.06472545117139816
37.891,3.951,20260202,0.06472545117139816
37.941,3.951,20260202,0.06817267090082169
37.991,3.951,20260202,0.06817267090082169
38.041,3.951,20260202,0.06558922678232193
38.091,3.951,20260202,0.08107651770114899
38.141,3.951,20260202,0.08107651770114899
38.191,3.951,20260202,0.06365085393190384
38.241,3.951,20260202,0.06365085393190384
38.291,3.951,20260202,0.06554103642702103
38.341,3.951,20260202,0.06554103642702103
38.391,3.951,20260202,0.06342718750238419
38.441,3.951,20260202,0.06342718750238419
38.491,3.951,20260202,0.06342718750238419
38.541,3.951,20260202,0.07194756716489792
38.591,3.951,20260202,0.07194756716489792
38.641,3.951,20260202,0.06155569478869438
38.691,3.951,20260202,0.06155569478869438
38.741,3.951,20260202,0.07084295898675919
38.791,3.951,20260202,0.07084295898675919
