X,Y,date,sm_surface_mean
39.41,3.271,20260202,0.05667313560843468
39.445,3.261,20260202,0.07579595595598221
39.492,3.254,20260202,0.07579595595598221
39.541,3.251,20260202,0.1337134838104248
39.59,3.253,20260202,0.1337134838104248
39.638,3.26,20260202,0.13499243557453156
39.672,3.271,20260202,0.13499243557453156
39.11,3.323,20260202,0.05495842918753624
39.145,3.316,20260202,0.05495842918753624
39.192,3.311,20260202,0.05883428826928139
39.241,3.309,20260202,0.05883428826928139
39.292,3.309,20260202,0.09006673842668533
39.342,3.306,20260202,0.09006673842668533
39.392,3.303,20260202,0.05667313560843468
39.441,3.301,20260202,0.07579595595598221
39.491,3.301,20260202,0.07579595595598221
39.541,3.301,20260202,0.1337134838104248
39.591,3.301,20260202,0.1337134838104248
39.641,3.301,20260202,0.13499243557453156
39.686,3.305,20260202,0.13499243557453156
39.718,3.323,20260202,0.13707856833934784
38.757,3.373,20260202,0.1538861244916916
38.795,3.368,20260202,0.1538861244916916
38.843,3.361,20260202,0.14119945466518402
38.892,3.356,20260202,0.14119945466518402
38.941,3.356,20260202,0.14042024314403534
38.99,3.358,20260202,0.1387794017791748
39.041,3.361,20260202,0.1387794017791748
39.093,3.353,20260202,0.13798899948596954
39.141,3.351,20260202,0.13798899948596954
39.191,3.351,20260202,0.05440402776002884
39.241,3.351,20260202,0.05440402776002884
39.291,3.351,20260202,0.058976706117391586
39.341,3.351,20260202,0.058976706117391586
39.391,3.351,20260202,0.057973820716142654
39.441,3.351,20260202,0.05367809161543846
39.491,3.351,20260202,0.05367809161543846
39.541,3.351,20260202,0.07493866980075836
39.591,3.351,20260202,0.07493866980075836
39.641,3.351,20260202,0.1310175210237503
39.691,3.351,20260202,0.1310175210237503
39.725,3.356,20260202,0.07423600554466248
38.362,3.425,20260202,0.10888184607028961
38.397,3.424,20260202,0.10888184607028961
38.442,3.423,20260202,0.10888184607028961
38.477,3.424,20260202,0.10888184607028961
38.604,3.422,20260202,0.12491196393966675
38.644,3.415,20260202,0.11391368508338928
38.693,3.408,20260202,0.11366776376962662
38.742,3.402,20260202,0.1538861244916916
38.791,3.401,20260202,0.1538861244916916
38.841,3.401,20260202,0.14119945466518402
38.891,3.401,20260202,0.14119945466518402
38.941,3.401,20260202,0.14042024314403534
38.991,3.401,20260202,0.1387794017791748
39.041,3.401,20260202,0.1387794017791748
39.091,3.401,20260202,0.13798899948596954
39.141,3.401,20260202,0.13798899948596954
39.191,3.401,20260202,0.05440402776002884
39.241,3.401,20260202,0.05440402776002884
39.291,3.401,20260202,0.058976706117391586
39.341,3.401,20260202,0.058976706117391586
39.391,3.401,20260202,0.057973820716142654
39.441,3.401,20260202,0.05367809161543846
39.491,3.401,20260202,0.05367809161543846
39.541,3.401,20260202,0.07493866980075836
39.591,3.401,20260202,0.07493866980075836
39.641,3.401,20260202,0.1310175210237503
39.691,3.401,20260202,0.1310175210237503
39.736,3.404,20260202,0.07423600554466248
39.77,3.422,20260202,0.07265213876962662
38.01,3.472,20260202,0.05807427316904068
38.045,3.462,20260202,0.05807427316904068
38.092,3.455,20260202,0.0584547258913517
38.141,3.453,20260202,0.0584547258913517
38.191,3.453,20260202,0.05919210612773895
38.241,3.452,20260202,0.05919210612773895
38.291,3.452,20260202,0.11331376433372498
38.341,3.451,20260202,0.11331376433372498
38.391,3.451,20260202,0.10888184607028961
38.441,3.451,20260202,0.10888184607028961
38.491,3.451,20260202,0.10888184607028961
38.542,3.455,20260202,0.12491196393966675
38.591,3.451,20260202,0.12491196393966675
38.641,3.451,20260202,0.11391368508338928
38.691,3.451,20260202,0.11391368508338928
38.741,3.451,20260202,0.13750478625297546
38.791,3.451,20260202,0.13750478625297546
38.841,3.451,20260202,0.14394629001617432
38.891,3.451,20260202,0.14394629001617432
38.941,3.451,20260202,0.14145630598068237
38.991,3.451,20260202,0.152715265750885
39.041,3.451,20260202,0.152715265750885
39.091,3.451,20260202,0.07829636335372925
39.141,3.451,20260202,0.07829636335372925
39.191,3.451,20260202,0.05907067283987999
39.241,3.451,20260202,0.05907067283987999
39.291,3.451,20260202,0.07897741347551346
39.341,3.451,20260202,0.07897741347551346
39.391,3.451,20260202,0.07842377573251724
39.441,3.451,20260202,0.06631313264369965
39.491,3.451,20260202,0.06631313264369965
39.541,3.451,20260202,0.13019251823425293
39.591,3.451,20260202,0.13019251823425293
39.641,3.451,20260202,0.12938864529132843
39.691,3.451,20260202,0.12938864529132843
39.741,3.451,20260202,0.07265213876962662
39.787,3.456,20260202,0.07265213876962662
39.821,3.471,20260202,0.12839147448539734
37.953,3.515,20260202,0.06316880136728287
37.993,3.504,20260202,0.06316880136728287
38.041,3.501,20260202,0.05807427316904068
38.091,3.501,20260202,0.0584547258913517
38.141,3.501,20260202,0.0584547258913517
38.191,3.501,20260202,0.05919210612773895
38.241,3.501,20260202,0.05919210612773895
38.291,3.501,20260202,0.11331376433372498
38.341,3.501,20260202,0.11331376433372498
38.391,3.501,20260202,0.10888184607028961
38.441,3.501,20260202,0.10888184607028961
38.491,3.501,20260202,0.10888184607028961
38.541,3.501,20260202,0.12491196393966675
38.591,3.501,20260202,0.12491196393966675
38.641,3.501,20260202,0.11391368508338928
38.691,3.501,20260202,0.11391368508338928
38.741,3.501,20260202,0.13750478625297546
38.791,3.501,20260202,0.13750478625297546
38.841,3.501,20260202,0.14394629001617432
38.891,3.501,20260202,0.14394629001617432
38.941,3.501,20260202,0.14145630598068237
38.991,3.501,20260202,0.152715265750885
39.041,3.501,20260202,0.152715265750885
39.091,3.501,20260202,0.07829636335372925
39.141,3.501,20260202,0.07829636335372925
39.191,3.501,20260202,0.05907067283987999
39.241,3.501,20260202,0.05907067283987999
39.291,3.501,20260202,0.07897741347551346
39.341,3.501,20260202,0.07897741347551346
39.391,3.501,20260202,0.07842377573251724
39.441,3.501,20260202,0.06631313264369965
39.491,3.501,20260202,0.06631313264369965
39.541,3.501,20260202,0.13019251823425293
39.591,3.501,20260202,0.13019251823425293
39.641,3.501,20260202,0.12938864529132843
39.691,3.501,20260202,0.12938864529132843
39.741,3.501,20260202,0.07265213876962662
39.791,3.501,20260202,0.07265213876962662
39.837,3.505,20260202,0.07529928535223007
39.872,3.52,20260202,0.07529928535223007
37.908,3.563,20260202,0.06409742683172226
37.942,3.551,20260202,0.06316880136728287
37.991,3.551,20260202,0.06316880136728287
38.041,3.551,20260202,0.13616938889026642
38.091,3.551,20260202,0.1257639080286026
38.141,3.551,20260202,0.1257639080286026
38.191,3.551,20260202,0.11501003056764603
38.241,3.551,20260202,0.11501003056764603
38.291,3.551,20260202,0.11143743991851807
38.341,3.551,20260202,0.11143743991851807
38.391,3.551,20260202,0.11074773967266083
38.441,3.551,20260202,0.11074773967266083
38.491,3.551,20260202,0.11074773967266083
38.541,3.551,20260202,0.13596796989440918
38.591,3.551,20260202,0.13596796989440918
38.641,3.551,20260202,0.14066514372825623
38.691,3.551,20260202,0.14066514372825623
38.741,3.551,20260202,0.14077042043209076
38.791,3.551,20260202,0.14077042043209076
38.841,3.551,20260202,0.12389293313026428
38.891,3.551,20260202,0.12389293313026428
38.941,3.551,20260202,0.06723158061504364
38.991,3.551,20260202,0.06274232268333435
39.041,3.551,20260202,0.06274232268333435
39.091,3.551,20260202,0.05908885598182678
39.141,3.551,20260202,0.05908885598182678
39.191,3.551,20260202,0.06195305660367012
39.241,3.551,20260202,0.06195305660367012
39.291,3.551,20260202,0.05716840922832489
39.341,3.551,20260202,0.05716840922832489
39.391,3.551,20260202,0.058006756007671356
39.441,3.551,20260202,0.064644455909729
39.491,3.551,20260202,0.064644455909729
39.541,3.551,20260202,0.0559471994638443
39.591,3.551,20260202,0.0559471994638443
39.641,3.551,20260202,0.1286574900150299
39.691,3.551,20260202,0.1286574900150299
39.741,3.551,20260202,0.055942367762327194
39.791,3.551,20260202,0.055942367762327194
39.841,3.551,20260202,0.07529928535223007
39.888,3.554,20260202,0.056194137781858444
39.921,3.57,20260202,0.056194137781858444
37.852,3.617,20260202,0.06147965416312218
37.894,3.604,20260202,0.06147965416312218
37.941,3.601,20260202,0.06090439856052399
37.991,3.601,20260202,0.06090439856052399
38.041,3.601,20260202,0.08949479460716248
38.091,3.601,20260202,0.07423777878284454
38.141,3.601,20260202,0.07423777878284454
38.191,3.601,20260202,0.14875204861164093
38.241,3.601,20260202,0.14875204861164093
38.291,3.601,20260202,0.15109783411026
38.341,3.601,20260202,0.15109783411026
38.391,3.601,20260202,0.06712286174297333
38.441,3.601,20260202,0.06712286174297333
38.491,3.601,20260202,0.06712286174297333
38.541,3.601,20260202,0.05731642246246338
38.591,3.601,20260202,0.05731642246246338
38.641,3.601,20260202,0.06013484671711922
38.691,3.601,20260202,0.06013484671711922
38.741,3.601,20260202,0.06160808354616165
38.791,3.601,20260202,0.06160808354616165
38.841,3.601,20260202,0.06332050263881683
38.891,3.601,20260202,0.06332050263881683
38.941,3.601,20260202,0.06117117404937744
38.991,3.601,20260202,0.06049037724733353
39.041,3.601,20260202,0.06049037724733353
39.091,3.601,20260202,0.06833212077617645
39.141,3.601,20260202,0.06833212077617645
39.191,3.601,20260202,0.06703067570924759
39.241,3.601,20260202,0.06703067570924759
39.291,3.601,20260202,0.06637314707040787
39.341,3.601,20260202,0.06637314707040787
39.391,3.601,20260202,0.06419381499290466
39.441,3.601,20260202,0.06344142556190491
39.491,3.601,20260202,0.06344142556190491
39.541,3.601,20260202,0.06408598273992538
39.591,3.601,20260202,0.06408598273992538
39.641,3.601,20260202,0.06554408371448517
39.691,3.601,20260202,0.06554408371448517
39.741,3.601,20260202,0.12722571194171906
39.791,3.601,20260202,0.12722571194171906
39.841,3.601,20260202,0.07588014006614685
39.891,3.601,20260202,0.12402746826410294
39.931,3.604,20260202,0.12402746826410294
37.76,3.672,20260202,0.0769101083278656
37.796,3.66,20260202,0.0769101083278656
37.841,3.651,20260202,0.06147965416312218
37.891,3.651,20260202,0.06147965416312218
37.941,3.651,20260202,0.06090439856052399
37.991,3.651,20260202,0.06090439856052399
38.041,3.651,20260202,0.08949479460716248
38.091,3.651,20260202,0.07423777878284454
38.141,3.651,20260202,0.07423777878284454
38.191,3.651,20260202,0.14875204861164093
38.241,3.651,20260202,0.14875204861164093
38.291,3.651,20260202,0.15109783411026
38.341,3.651,20260202,0.15109783411026
38.391,3.651,20260202,0.06712286174297333
38.441,3.651,20260202,0.06712286174297333
38.491,3.651,20260202,0.06712286174297333
38.541,3.651,20260202,0.05731642246246338
38.591,3.651,20260202,0.05731642246246338
38.641,3.651,20260202,0.06013484671711922
38.691,3.651,20260202,0.06013484671711922
38.741,3.651,20260202,0.06160808354616165
38.791,3.651,20260202,0.06160808354616165
38.841,3.651,20260202,0.06332050263881683
38.891,3.651,20260202,0.06332050263881683
38.941,3.651,20260202,0.06117117404937744
38.991,3.651,20260202,0.06049037724733353
39.041,3.651,20260202,0.06049037724733353
39.091,3.651,20260202,0.06833212077617645
39.141,3.651,20260202,0.06833212077617645
39.191,3.651,20260202,0.06703067570924759
39.241,3.651,20260202,0.06703067570924759
39.291,3.651,20260202,0.06637314707040787
39.341,3.651,20260202,0.06637314707040787
39.391,3.651,20260202,0.06419381499290466
39.441,3.651,20260202,0.06344142556190491
39.491,3.651,20260202,0.06344142556190491
39.541,3.651,20260202,0.06408598273992538
39.591,3.651,20260202,0.06408598273992538
39.641,3.651,20260202,0.06554408371448517
39.691,3.651,20260202,0.06554408371448517
39.741,3.651,20260202,0.12722571194171906
39.791,3.651,20260202,0.12722571194171906
39.841,3.651,20260202,0.07588014006614685
39.891,3.651,20260202,0.12402746826410294
39.94,3.652,20260202,0.12402746826410294
39.97,3.667,20260202,0.12402746826410294
37.701,3.716,20260202,0.06153000891208649
37.743,3.704,20260202,0.07602458447217941
37.791,3.701,20260202,0.07602458447217941
37.841,3.701,20260202,0.06173129752278328
37.891,3.701,20260202,0.06173129752278328
37.941,3.701,20260202,0.06203990802168846
37.991,3.701,20260202,0.06203990802168846
38.041,3.701,20260202,0.06961716711521149
38.091,3.701,20260202,0.14807099103927612
38.141,3.701,20260202,0.14807099103927612
38.191,3.701,20260202,0.15281851589679718
38.241,3.701,20260202,0.15281851589679718
38.291,3.701,20260202,0.0671544000506401
38.341,3.701,20260202,0.0671544000506401
38.391,3.701,20260202,0.06022436544299126
38.441,3.701,20260202,0.06022436544299126
38.491,3.701,20260202,0.06022436544299126
38.541,3.701,20260202,0.06276431679725647
38.591,3.701,20260202,0.06276431679725647
38.641,3.701,20260202,0.059563785791397095
38.691,3.701,20260202,0.059563785791397095
38.741,3.701,20260202,0.07012210786342621
38.791,3.701,20260202,0.07012210786342621
38.841,3.701,20260202,0.05934075266122818
38.891,3.701,20260202,0.05934075266122818
