lon,lat,date,ndvi,sm,preci
39.41,3.271,20260202,0.22103376686573029,0.05667313560843468,0.0
39.445,3.261,20260202,0.22271868586540222,0.07579595595598221,0.0
39.492,3.254,20260202,0.22271868586540222,0.07579595595598221,0.0
39.541,3.251,20260202,0.23280785977840424,0.1337134838104248,0.0
39.59,3.253,20260202,0.23280785977840424,0.1337134838104248,0.0
39.638,3.26,20260202,0.20442785322666168,0.13499243557453156,0.0
39.672,3.271,20260202,0.20442785322666168,0.13499243557453156,0.0
39.11,3.323,20260202,0.22764408588409424,0.05495842918753624,0.0
39.145,3.316,20260202,0.22764408588409424,0.05495842918753624,2.3
39.192,3.311,20260202,0.23201636970043182,0.05883428826928139,1.9
39.241,3.309,20260202,0.23201636970043182,0.05883428826928139,0.0
39.292,3.309,20260202,0.2406788468360901,0.09006673842668533,0.0
39.342,3.306,20260202,0.2406788468360901,0.09006673842668533,0.0
39.392,3.303,20260202,0.22103376686573029,0.05667313560843468,0.0
39.441,3.301,20260202,0.22271868586540222,0.07579595595598221,0.0
39.491,3.301,20260202,0.22271868586540222,0.07579595595598221,0.0
39.541,3.301,20260202,0.23280785977840424,0.1337134838104248,0.0
39.591,3.301,20260202,0.23280785977840424,0.1337134838104248,0.0
39.641,3.301,20260202,0.20442785322666168,0.13499243557453156,0.0
39.686,3.305,20260202,0.20442785322666168,0.13499243557453156,0.0
39.718,3.323,20260202,0.21917353570461273,0.13707856833934784,0.0
38.757,3.373,20260202,0.221816748380661,0.1538861244916916,4.1
38.795,3.368,20260202,0.221816748380661,0.1538861244916916,3.4
38.843,3.361,20260202,0.21025732159614563,0.14119945466518402,2.7
38.892,3.356,20260202,0.21025732159614563,0.14119945466518402,2.2
38.941,3.356,20260202,0.24853362143039703,0.14042024314403534,0.0
38.99,3.358,20260202,0.23964156210422516,0.1387794017791748,0.0
39.041,3.361,20260202,0.23964156210422516,0.1387794017791748,2.6
39.093,3.353,20260202,0.23410148918628693,0.13798899948596954,0.0
